,content
1492,NTPC is gradually shifting towards renewable energy sources. NTPC is also investing heavily in FGD equipment for its coal based power plants.
1493,NTPC is working towards using agro residue for power generation to discourage in-field crop residue burning. NTPC has pioneered co-firing of biomass pellets and coal in the boilers.
1494,NTPC power plants have also set new benchmarks in water consumption by implementing the Zero Liquid Discharge System and Rainwater Harvesting System. NTPC’s efforts towards 100% usage of fly ash are also being implemented.
1495,NTPC has also been committed towards the betterment of its employees by embracing various Learning & Development (L&D) initiatives.
1496,NTPC has introduced digital learning methods for its employees.
1497,NTPC is exploring the Captive industry.
1498,Cabinet approves Rs 1810 crore Investment Proposal of 210 MW Luhri Stage-I Hydro Power Project
1499,The government has approved the investment of Rs.1810.56 crore for 210 MW Luhri Stage-I Hydro Electric Project.
1500,The project to build Jal Vidyut Nigam Limited (SJVNL) on Build-Own-Operate-Maintain (BOOM) basis with active support from Government of India and State Government of Himachal Pradesh is being successfully implemented. The government of India is also supporting this project by providing grants of Rs. 66.19 crore.
1501,The Luhri Stage-I Hydro Electric Project shall be commissioned within 62 months. The power generated from the Project will help in providing Grid stability and will improve the power supply position. It will also reduce carbon dioxide from environment.
1502,The construction of Luhri Stage-I Hydro Electric Project will create around 2000 jobs and provide electricity worth around Rs. 1140 Crores.
1503,"SJVN has forayed into the fields of Renewable Energy, Power Transmission and Thermal power generation."
1504,NTPC Mauda expands its footsteps towards ash utilisation by sending by-product to cement manufacturers through railway rakes
1505,"With this mega initiative, NTPC Mauda becomes first power plant of NTPC in Maharashtra to send a massive amount of dry fly ash through railNTPC plant utilises almost 23.57 lakh metric tonnes of fly ash for various productive purposes during the FY-19-20"
1506,"NTPC Mauda, a power plant in the state of Maharashtra, sent 3,186 MT of dry fly ash to cement manufacturers through railway rakes."
1507,NTPC Mauda power plant uses almost all of its fly ash for various productive purposes.
1508,NTPC is working with cement manufacturers to supply fly ash.
1509,NTPC Group has 70 Power stations with a total installed capacity of 62.9 GW. It has over 20 GW of capacity under construction.
1510,Rail Electrification gets super boost.
1511,"A critical section Dighawara-Bandikui of railway route between Ajmer to Delhi has been electrified.A key step towards making NCR region free from Railways diesel engines.This will contribute to make cleaner and greener environment in the National Capital Region.Shri Piyush Goyal, Hon’ble Minister of Railways, Commerce and Industry, Consumer Affairs, Food and Public Distribution, inaugurated newly electrified Dhigawara-Bandikui section of North Western Railway and flagged off first train on this newly electrified routeIndian Railways has set a target to complete Electrification of its Broad gauge network by December 2023.More than 66% of Broad gauge route has already electrified.With 18065 km of electrification, Railways record an astonishing 371 % increasein electrification during 2014-20 period as compared to 2009-2014.Target to complete 28143 km of Railway Track electrification by December 2023.41500 km already electrified.More than 66% tracks inRailways already electrified."
1512,"Shri Piyush Goyal, Minister of Railways, has inaugurated newly electrified Dhigawara-Bandikui section of North Western Railway."
1513,"Today is the day before the birth anniversary of Guru Nanak. Shri Piyush Goyal, Minister of Railways, Commerce and Industry, Consumer Affairs, Food and Public Distribution, Government of India, delivered an address on this occasion."
1514,The electrification work on the Kota-Mumbai railway line in Rajasthan was done 35 years ago. The target is to electrify the entire percentage of railway lines across India.
1515,"Shri Goyal also appealed everyone to follow Covid Protocol, wearing masks, maintain social distancing and take care of hygiene."
1516,The electrification work on the Delhi Sarai Rohilla-Madar (Ajmer) section of the railway has been completed.
1517,Indian Railway launches digitised online Human Resource Management System (HRMS)
1518,HRMS will impact over 27 lakh families of serving as well as retired employees.Move to improve efficiency and productivity of Railway system.HRMS will increase accountability and transparency in the working of RailwaysHRMS is a step towards realizing the vision of Hon’ble Prime Minister to transform India into a digitally empowered society and knowledge economy.HRMS will have a big impact on the functioning of all the employees and will make them more tech savvy.
1519,Indian Railway has launched completely digitized online Human Resource Management System (HRMS).
1520,"Shri Vinod Kumar Yadav, Chairman & CEO, Railway Board has launched following modules of HRMS & User depot useful for railway employees and pensioners today via video conferencing."
1521,Employee Self Service (ESS) module enables railway employees to interact with various modules of HRMS including communication regarding change of data.
1522,Railway employees will be able to apply for PF advance online.
1523,Settlement module helps retirees to complete their pension payments online.
1524,"Prior to these modules, Indian Railways has already launched other modules of HRMS like Employee Master module which stores all basic information details of Railway employee, Electronic Service Record module replacing physical Service Records storing service records of employees in digital format, Annual Performance Appraisal Report (APAR) module digitizing the complete process of writing annual peeformance Appraisal of all 12 lakh non gazetted Railway employees, Electronic Pass module replacing the physical paper pass, Office Order Module meant both for the issue of office Orders and updation of data on joining of new employees, promotion, transfer of employees and retirement of employees in HRMS database."
1525,"Minister of Railways, Commerce & Industry, Food and Public Distribution and Consumer Affairs, Shri Piyush Goyal reviews the functioning of alldirectorates of Railway Board."
1526,Stresses on continuation of good work being done and not letting the guard down.
1527,"Minister of Railways, Commerce and Industry, Food and Public Distribution and Consumer Affairs, Shri Piyush Goyal has chaired a meeting to review the functioning of all the directorates of Railway Board."
1528,The Minister emphasised on the need to focus on the needs of ordinary travellers andbusinesses whether it's the development of more amenities in the sleeper or 3A classes or making freight more customised and simple for all businesses .
1529,Indian Railways has taken up the challenge to fight back against Corona in an outstanding manner.
1530,"The Minister said that better monitoring, time bound completion of projects and increasingoperational efficiencies would ensure achievementof all the development initiatives being taken especially the capacity building in the Railway infrastructure sector."
1531,Minister sought suggestionsand inputs from officers to further improve the performance of in major areas of development in Railways like businessoperations andinfrastructure .
1532,Shri Piyush Goyal saidthat Proper planning and due diligence before the start ofproject was vital fornot only ensuring that there wasno cost escalation in the projects but alsofor theircomprehensive completion as well.
1533,Railways completes RFQ evaluations for PPP in Passenger Train Operations Project.
1534,"Out of 120 applications, 102 applications are found eligible to participate in the RFP stage."
1535,Indian Railways has completed the RFQ evaluations for PPP in Passenger Train Operations Project.
1536,"Out of 120 applications, 102 applications have been found eligible to participate in the RFP stage."
1537,Ministry of Railways (MOR) had invited Request for Qualifications (RFQ) for private participation in operation of passenger train services over 12 Clusters comprising for more than 150 Origin Destination pair of routes through introduction of 151 modern Trains.
1538,The government plans to attract private investment for running Passenger Trains over Indian Railway Network.
1539,The private entities for undertaking the project would be selected through a transparent two-stage competitive bidding process comprising of Request for Qualification (RFQ) and Request for Proposal (RFP).
1540,The RFQ for 12 clusters was published on 01 July 2020.
1541,MoR received 120 applications for the 12 Cluster.
1542,MoR has found 102 applications eligible to participate in the RFP stage. The RFP documents will be made available to the qualified applicants soon.
1543,The following 08 (eight) applicants are qualified for participation in RFP stage for Cluster-1 (Mumbai-1) of PPP in Passenger Train OperationsProject:
1544,The company is called Cube Highways and Infrastructure III Pte. Ltd.
1545, (a) M/s Gateway Rail Freight Limited; and
1546, (b) M/s Gateway Distriparks Limited 
1547,The company is called Indian Railway Catering and Tourism Corporation Ltd.
1548, 5) M/s IRB Infrastructure Developers Limited 
1549, (a) M/s Malempati Power Private Limited; and 
1550, (b) M/sTechno Infra Developers Pvt Ltd
1551, 7) M/s Megha Engineering & Infrastructures Ltd.
1552, 8) M/s Welspun Enterprises Limited 
1553,The following 11 (eleven) applicants are qualified for participation in RFP stage for Cluster-2 (Mumbai-2) of PPP in Passenger Train Operations Project:
1554,"(c) M/s CAF Investment Projects, S.A."
1555,The company is called Cube Highways and Infrastructure III Pte. Ltd.
1556,(a) M/s Gateway Rail Freight Limited 
1557,(b) M/s Gateway Distriparks Limited 
1558, 5) M/s Indian Railway Catering and Tourism Corporation Ltd.
1559, 6) M/s IRB Infrastructure Developers Limited 
1560, 7) M/s L&T Infrastructure Development Projects Limited 
1561, (a) M/s Malempati Power Private Limited 
1562, (b) M/s Techno Infra Developers Pvt Ltd 
1563,Megha Engineering & Infrastructures Ltd.
1564,RK Associates & Hoteliers Pvt. Ltd. (a) M/s R. K. Associates &
1565, 11) M/s Welspun Enterprises Limited
1566,The following 09 (nine) applicants are qualified for participation in RFP stage for Cluster 3 (Delhi 1) of PPP in Passenger Train Operations Project:
1567,The company is called Cube Highways and Infrastructure III Pte. Ltd.
1568,(a) M/s Gateway Rail Freight Limited 
1569,(b) M/s Gateway Distriparks Limited 
1570, 4) M/s Indian Railway Catering and Tourism Corporation Ltd.
1571, 5) M/s IRB Infrastructure Developers Limited 
1572, (a) M/s Malempati Power Private Limited 
1573, (b) M/s Techno Infra Developers Pvt Ltd 
1574,Megha Engineering & Infrastructures Ltd. 
1575,The following 10 (ten) applicants are qualified for participation in RFP stage for Cluster 4 (Delhi 2) of PPP in Passenger Train Operations Project:
1576,The company is called Cube Highways and Infrastructure III Pte. Ltd.
1577,(a) M/s Gateway Rail Freight Limited 
1578,(b) M/s Gateway Distriparks Limited 
1579, 4) M/s Indian Railway Catering and Tourism Corporation Ltd.
1580, 5) M/s IRB Infrastructure Developers Limited 
1581, (a) M/s Malempati Power Private Limited 
1582, (b) M/s Techno Infra Developers Pvt Ltd 
1583,Megha Engineering & Infrastructures Ltd. 
1584,RK Associates & Hoteliers Pvt. Ltd. (a) M/s R. K. Associates &
1585, 10) M/s Welspun Enterprises Limited
1586,The following 08 (eight) applicants are qualified for participation in RFP stage for Cluster 5 (Chandigarh)of PPP in Passenger Train Operations Project:
1587,The company is Cube Highways and Infrastructure III Pte. Ltd.
1588,(a) M/s Gateway Rail Freight Limited 
1589,(b) M/s Gateway Distriparks Limited 
1590,The company is called Indian Railway Catering and Tourism Corporation Ltd.
1591, 5) M/s IRB Infrastructure Developers Limited 
1592, (a) M/s Malempati Power Private Limited 
1593, (b) M/s Techno Infra Developers Pvt Ltd
1594, 7) M/s Megha Engineering & Infrastructures Ltd.
1595, 8) M/s Welspun Enterprises Limited 
1596,The following 08 (eight) applicants are qualified for participation in RFP stage for Cluster 6 (Howrah)of PPP in Passenger Train Operations Project:
1597,The company is Cube Highways and Infrastructure III Pte. Ltd.
1598,(a) M/s Gateway Rail Freight Limited 
1599,(b) M/s Gateway Distriparks Limited 
1600,The company is called Indian Railway Catering and Tourism Corporation Ltd.
1601, 5) M/s IRB Infrastructure Developers Limited 
1602,(a) M/s Malempati Power Private Limited; and
1603,(b) M/sTechno Infra Developers Pvt Ltd
1604, 7) M/s Megha Engineering & Infrastructures Ltd.
1605,The following 08 (eight) applicants are qualified for participation in RFP stage for Cluster 7 (Patna)of PPP in Passenger Train Operations Project:
1606,The company is Cube Highways and Infrastructure III Pte. Ltd.
1607,(a) M/s Gateway Rail Freight Limited 
1608,(b) M/s Gateway Distriparks Limited 
1609,The company is called Indian Railway Catering and Tourism Corporation Ltd.
1610, 5) M/s IRB Infrastructure Developers Limited 
1611, (a) M/s Malempati Power Private Limited 
1612, (b) M/s Techno Infra Developers Pvt Ltd
1613, 7) M/s Megha Engineering & Infrastructures Ltd.
1614, 8) M/s Welspun Enterprises Limited 
1615,The following 09 (nine) applicants are qualified for participation in RFP stage for Cluster 8 (Prayagraj) of PPP in Passenger Train Operations Project:
1616,The company is called Cube Highways and Infrastructure III Pte. Ltd.
1617,(a) M/s Gateway Rail Freight Limited 
1618,(b) M/s Gateway Distriparks Limited 
1619, 4) M/s Indian Railway Catering and Tourism Corporation Ltd.
1620, 5) M/s IRB Infrastructure Developers Limited 
1621, (a) M/s Malempati Power Private Limited 
1622, (b) M/s Techno Infra Developers Pvt Ltd 
1623,Megha Engineering & Infrastructures Ltd. 
1624,The following 09 (nine) applicants are qualified for participation in RFP stage for Cluster 9 (Secunderabad) of PPP in Passenger Train Operations Project:
1625,The company is called Cube Highways and Infrastructure III Pte. Ltd.
1626,(a) M/s Gateway Rail Freight Limited 
1627,(b) M/s Gateway Distriparks Limited 
1628, 4) M/s Indian Railway Catering and Tourism Corporation Ltd.
1629, 5) M/s IRB Infrastructure Developers Limited 
1630, 6) M/s L&T Infrastructure Development Projects Limited 
1631, (a) M/s Malempati Power Private Limited 
1632, (b) M/s Techno Infra Developers Pvt Ltd 
1633,Megha Engineering & Infrastructures Ltd. 
1634,The following 9 (nine) applicants are qualified for participation in RFP stage for Cluster 10 (Jaipur) of PPP in Passenger Train Operations Project:
1635,The company is called Cube Highways and Infrastructure III Pte. Ltd.
1636,(a) M/s Gateway Rail Freight Limited 
1637,(b) M/s Gateway Distriparks Limited 
1638, 4) M/s Indian Railway Catering and Tourism Corporation Ltd.
1639, 5) M/s IRB Infrastructure Developers Limited 
1640, (a) M/s Malempati Power Private Limited 
1641, (b) M/s Techno Infra Developers Pvt Ltd ( 
1642,Megha Engineering & Infrastructures Ltd. 
1643,The following 05 (five) applicants are qualified for participation in RFP stage for Cluster 11 (Chennai) of PPP in Passenger Train Operations Project:
1644,The company is called Cube Highways and Infrastructure III Pte. Ltd.
1645, 3) M/s IRB Infrastructure Developers Limited 
1646, 4) M/s L&T Infrastructure Development Projects Limited 
1647,Megha Engineering & Infrastructures Ltd. 
1648,The following 08 (eight) applicants are qualified for participation in RFP stage for Cluster 12 (Bengaluru) of PPP in Passenger Train Operations Project:
1649, 1) M/s Bharat Heavy Electricals Limited
1650,The company is called Cube Highways and Infrastructure III Pte. Ltd.
1651, 4) M/s IRB Infrastructure Developers Limited 
1652, 5) M/s L&T Infrastructure Development Projects Limited 
1653, (a) M/s Malempati Power Private Limited 
1654, (b) M/s Techno Infra Developers Pvt Ltd 
1655,Megha Engineering & Infrastructures Ltd. 
1656,"Training of IRPFS Officers now to be held at SVPNPA, Hyderabad"
1657,First phase of training of next batch to be held along with IPS ProbationersThis will also ensure better co-ordination and co-operation between IRPFS and IPS officers when they are posted in the field units
1658,Training of IRPFS Officers and IPS Probationers will be held together.
1659,"The number of probationers hired by UPSC for Indian Railway Protection Force (IRPFS) is about 5-6 every year. They undergo Foundation Courses at LBSNAA, Mussoorie and National Academy of Indian Railways (NAIR), Vadodara. They also undergo professional training at Jagjivan Ram RPF Academy at Lucknow."
1660,"Three batches of IRPFS officers, however, were trained alongside IPS officers earlier in 1998 and 1999 but the arrangement was discontinued in subsequent years."
1661,The initial training of IRPFS Probationers at Sardar Vallabhbhai Patel National Police Academy in Hyderabad will be restarted and the first phase of training of IPS Probationer will start in the winter of 2020.
1662,The training in SVPNPA will equip the IRPFS officers to manage the railway security more effectively and professionally.
1663,"With an eye on future, Indian Railway launches 7 academic programs aimed at creating best skills sets in Railway Infrastructure Management,Systems & Communication Engineering and Transportation cum Supply Chain Management"
1664,"National Rail & Transportation Institute launches 7 new Programmes, 2 B.Tech UG, 2 MBA and 3 MSc Programmes on core applied sector."
1665,"National Rail and Transportation Institute (NRTI) Vadodra has launched 7 new Programmes, 2 B.Tech UG, 2 MBA and 3 MSc Programmes."
1666,"The B Tech, MBA and MSc programs are focused on various areas of the Nation's development. The MSc Program on Systems Engineering and Integration is offered in association with the University of Birmingham, UK."
1667,The Institute offers unique programmes.
1668,The National Research Transport Institute (NRTI) was officially launched.
1669,Unique features of Academic Programmes at NRTI
1670,This is a specialized programme focused on management practices in the context of thetransportation sector.
1671,"The key focus areas of the programme include urban planning models, supply chain management, project management, Sociological Contexts and Transportation."
1672,This programme focuses on technology and its application in the field of transportation.
1673,"The key focus areas of the programme include Transportation Technologies of the 21st Century, Vehicle Systems Design, Urban Traffic Management andControl, Hybrid Electric Vehicle Theory and Design and Transportation Systems Design."
1674,B.Tech. in Rail Infrastructure Engineering.
1675,The programme intends to develop knowledge and skills for the design and development of rail infrastructure.
1676,"The key focus areas of the programme include Vehicle Systems Design, Bridge Design andStructures, Safety and Reliability, Geotech, Railway Electrification, and HVAC Systems for Railways."
1677,B.Tech. in Rail Systems & Communication Engineering.
1678,The programme develops knowledge and future skills in the domain of rail systems and communication technologies.
1679,"The key focus areas of the programme include Railway Control Systems Engineering, Computer Networking & Management, Mobile communication, Passenger Information Systems, Big Data & Data Analytics and Artificial Intelligence & Machine Learning."
1680,"The programme intends to develop skills in designing, organizing, and supervising the transportation systems with a key focus on future sustainability."
1681,"The key focus areas of the programme are managing investments of transportation systems, designing multi-modal transportation models,intelligent transportation systems and environmental impact of transportationsystems."
1682,"The programme aims to develop managerial and analytical skills for design, integration and coordination of supply chains at multiple levels for improving the competitiveness of businesses."
1683,"The key focus areas of the programme are logistics & warehousing systems, supply chain strategy, freight transportation and revenue management."
1684,"MSc in Railway Systems Engineering & Integration (International degree programme offered in collaboration with University of Birmingham, UK)"
1685,"This is a unique programme offered in collaboration with University of Birmingham, UK."
1686,An international exposure will help the student to enhance their learning experience in the domain of railway systems and specific technological challenges involved in engineering designs.
1687,"The programme has an intention to develop skills and knowledge in railway engineering knowledge, systems integration skills and understanding of the complex interactions between subsystems"
1688,"Specialized courses at the University of Birmingham in areas such as strategic management of railway operations, railway rolling stock systems design, railway traction systems design, railway control systems engineering and railway business management."
1689,MSc in Transport Technology and Policy 
1690,The programme addresses key challenges involved in integration of transport technology and policy measures required for a sustainable economic development of the country.
1691,"The key focus areas of the programme include transportation finance, issues in integrating behavior and policy in transport planning, urban planning models, information policy and multi-modal transportation."
1692,MSc in Transport Information Systems and Analytics 
1693,"The programme intends to develop advanced knowledge in information systems, data science, and analytics in the context of transportation."
1694,"The key focus areas of the programme include data models & decisions, information policy, big data and network theory to develop an interdisciplinary perspective."
1695,Indian Railways engages RailTel to implement an HMIS across its health facilities
1696,Indian Railways with the objective of bringing hospital management on a single architecture to prevent pilferage and making operations seamless has entrusted RailTel Corporation of India Limited (“RailTel”) with implementation of hospital management information system (“HMIS”) an integrated clinical information system for its 125 health facilities and 650 polyclinics across India for improved hospital administration and patient healthcare.
1697,"The features of the software extend from customizing clinical data according to the departments and laboratories, multi hospital feature that provide cross consultation, seamless interface with medical and other equipment’s and the patients will have the benefit of accessing all their medical records on their mobile device."
1698,RailTel and Ministry of Railways have signed a memorandum of understanding regarding the deployment of HMIS software over the cloud.
1699,The Indian Railway Board has announced that the HMIS platform will be connected to the Unique Medical Identity System. RailTel will help Indian Railways implement various projects.
1700,RailTel has been appointed as a consultant for the implementation of the hospital management information system (HMIS) in South Central Railway.
1701,"RailTel offers a diversified portfolio of ICT services and solutions such as MPLS- VPN, Leased line services, TPaaS, E-Office & Data Centre Services, large network hardware system integration, software and digital services."
1702,Agitation still continuing at 32 places on Railway premises and tracks in Punjab
1703,Railway freight operations in Punjab are forcibly suspended due to blockade by agitators. The losses from this situation are expected to reach more than Rs 1200 crore.
1704,Railways continue to lose revenue as freight operations are forcibly suspended due to the ongoing tracks blockages in Punjab.
1705,Railway movement is temporarily suspended due to operational and safety considerations. Agitators have stopped some train movements and sporadic blockade.
1706,"Minister of Railways had written to Punjab Government on 26th October, 2020 to seek assurances about safety of tracks and running staff."
1707,There are still some sections of tracks blocked in Punjab which is having a negative impact on freight movement.
1708,All passenger trains passing through the state of Punjab have been adversely impacted.
1709,"All inward and outward Goods transportation including essential commodities have been affected adversely in Punjab , J&K, Laddakh and Himachal Pradesh "
1710,A number of freight trains including loaded trains remained struck as such for periods upto 15-20 days.
1711,Many freight customers are getting diverted to other mode of transportation.
1712,The movement of goods and services in Punjab has been affected due to the ongoing drought.
1713,Inward traffic to Punjab has been affected.
1714,Average Loss per day is about 30 rakes per day.
1715,Kisan Agitation in Punjab: Background
1716,"On 24.09.2020, Kisan farmers blocked railway tracks and stations in Punjab region. The blockade affected complete train operations in Firozpur Division and partially in Punjab area of Ambala, Delhi and Bikaner Division. The movement of Conditional Goods Train was allowed for two days, but was suspended again due to operational and safety considerations."
1717,The protestors are blocking the tracks.
1718,Rail track blockade outside the gate of Nabha Power Limited Photos
1719,Freight figures continue to maintain the high momentum in terms of earnings and loading in the month of October 2020 for Indian Railways
1720,"Loading crosses last year’s loading for the same period by 15 % while earning from freight is also 9% higher compare to last year’s earnings for the same periodIn the month of October 2020, Indian Railways loading was 108.16 million tonnes which is 15% higher compare to last year’s loading (93.75 million tonnes) for the same periodMinistry of Railways has held meetings with top leadership of iron & steel, cement, power, coal, automobiles and logistics service providers to strengthen and further boost the freight business"
1721,Freight figures continue to maintain the high momentum in terms of earnings and loading in the month of October 2020 for Indian Railways.
1722,"On mission mode, Indian Railways' Freight loading for the month of October 2020 crossed last year’s loading and earnings for the same period."
1723,Indian Railways loading was 15% higher in October 2020 compared to the same period last year. The company earned more than Rs. 10405.12 Crores from freight loading.
1724,"In the month of October 2020 Indian Railways loading was 108.16 million tonnes which includes 46.97 million tonnes of coal, 14.68 million tonnes of iron ore, 5.03 million tonnes of foodgrains, 5.93 million tonnes of fertilizers and 6.62 million tonnes of cement (excluding clinker)."
1725,It is worth mentioning that a number of concessions/ discounts are also being given in Indian Railways to make Railways Freight movement very attractive.
1726,It may be noted that improvements in freight movements will be institutionalized and incorporated in the upcoming zero based time table.
1727,"The Ministry of Railways has held meetings with top leadership of iron & steel, cement, power, coal, automobiles and logistics service providers to attract new business."
1728,"Also, Business Development units at Zonal & Divisional levels and near doubling of freight speed is contributing to sustainable growth momentum inspite of blocked freight services in Punjab."
1729,COVID 19 has been used by Indian Railways an opportunity to improve all round efficiencies and performances.
1730,BIS standards revised for two wheeler helmets
1731,The Ministry of Road Transport and Highways through S.O. 4252 (E) dated 26th November 2020 has issued the ‘Helmet for riders of two wheelers motor vehicles’ Quality Control Order.
1732,The Supreme Court Committee on Road Safety recommended the introduction of lighter helmets in India. The government accepted the report.
1733,"As per the recommendations of the Committee, the BIS has revised specifications through which it is expected to make lighter helmets.With good competition in the Indian markets and with numerous helmet manufacturers, now it is expected that the competition would enable for good quality and lighter helmets demand."
1734,The total number of two-wheelers being manufactured in India annually is nearly 1.7 crore.
1735,QCO would mean that only BIS certified two wheeler helmets would be manufactured and sold in the Country for two wheelers.
1736,Motor Vehicle Aggregator Guidelines issued to regulate shared mobility and reducing traffic congestion and pollution
1737,"The Ministry of Road Transport and Highways has issued the Motor Vehicle Aggregator Guidelines 2020 as per the requirements and provisions of the Motor Vehicles (Amendment) Act, 2019 and further as per the amended Section 93 of the Motor Vehicles Act, 1988."
1738,The objectives of issuing these guidelines include:
1739,"•Regulating shared mobility and reducing traffic congestion and pollution, the Motor Vehicles Act, 1988 has been amended by the Motor Vehicles Amendment Act, 2019 to include the definition of the term ‘aggregator’."
1740,•Prior to the amendment the regulation of Aggregator was not available
1741,"•To provide ease of doing business, customer safety and driver welfare"
1742,•License issued by the State Government is a mandatory re-requisite for permitting business operations by the aggregator.
1743,"•For regulating the aggregators, the guidelines specified by the Central Government may be followed by State Governments"
1744,•In order to ensure compliance with the license requirements the Act stipulates penalties under Section 93 of the Act.
1745,•These Guidelines seek to establish a regulatory framework for aggregators by State Governments to ensure that the aggregator’s are accountable and responsible for the operations executed by them.
1746,"•The business shall also be considered as a service provided by the aggregators to serve the larger public interest in terms of generation of employment, commutation facilities to the public which is cost effective and comfortable."
1747,"•enable the government to achieve its goal of ensuring maximisation of using public transport, reduced fuel consumption consequently reducing the import bill, reduced vehicular pollution thereby reduced harm to human health."
1748,The Ministry of Environment has exempted electric vehicles and vehicles running on Ethanol or Methanol from the requirements of Permit.
1749,"eligibility conditions / qualifications for of an entity to be an aggregator,"
1750,compliances with regard to vehicles and drivers
1751,compliances with regard to Aggregator App and Website
1752,service to citizens parameters and ensuring safety
1753,"evolving concepts like pooling and ride sharing in private cars,"
1754,license fees / security deposit and powers that the State Governments
1755,"In a communication to all the States and UTs today, the Ministry has stressed upon implementing these guidelines."
1756,Public comments invited for proposed rules on registering vintage vehicles
1757,The Ministry of Road Transport and Highways is seeking comments and suggestions on Amendment to CMVR 1989 relating to Vintage Motor Vehicles.
1758,The draft rules define Vintage Motor Vehicles as vehicles that are more than 50 years old.
1759,All applications for registration shall be applied on “PARIVAHAN” portal.
1760,• All States registering authority will appoint a nodal officer who will process all applications for registration of Vintage Motor Vehicles.
1761,"• Further, States will form a Committee which will inspect a vehicle and declare whether the vehicle is fit for registration under Vintage Motor Vehicle."
1762,Vintage vehicle registration will be valid for 10 years.
1763,Public suggestions invited for notifying rules for registering nominees of motor vehicle owners
1764,The draft notification GSR 739 (E) dated 26th November 2020 has been published by the Ministry.
1765,"Nomination facility is proposed to be incorporated at the time of registration of the vehicles. This would help the motor vehicle to be registered or transferred in the name of the nominee, in case of the death of the owner of the vehicle."
1766,"The amendments proposed in the Central Motor Vehicles Rule, 1989 are as under:-"
1767,(a) Rule 47.3.2 proposes to add an additional clause to the application for registration of motor vehicles to enable the owner to nominate someone as legal heir of the vehicle in case of death.
1768,(b) Rule 55.2 proposes an additional clause to allow the owner to nominate someone as legal heir of the vehicle in case of death.
1769,(c) Rule 56.3 proposes to introduce an additional clause to allow the owner to nominate a nominee for the transfer of ownership of the vehicle in case of death.
1770,"(d) A new sub-rule for insertion wherein it has been proposed that in case where the nominee is already specified, the vehicle will be transferred in the name of the nominee and the nominee will have to upload the death certificate on the portal and apply for a new certificate of registration in his name."
1771,"(e) Rule 57.3.2. In case vehicle is purchased in public auction, the owner must provide proof of identity of nominee to prove that he or she is the legal heir of the vehicle in case of death."
1772,"(f) Amendment of FORM 20, Form 23 A, 24, 30, 31 and 32 has also been proposed for amendment to include details of the nominee and the declaration from the registered owner for entering the details of the nominee."
1773,Certificates/orders issued by SDM/DM/Tribunals/ Hon’ble Courts may also be used for facilitating this citizen friendly service and such window would be made available in the proposed amendment.
1774,"Objections and suggestions to these draft rules, if any, may be sent to the Joint Secretary (MVL), email: director-morth[at]gov[dot]in , Ministry of Road Transport and Highways, Transport Bhawan, Parliament Street, New Delhi-110 001 within 30 days of date of notification."
1775,"Gadkari asks for exemption of toll plaza agreements from stamp duty, halving the utility shifting charges, speedier land acquisition(LA) for developing NHs, and expediting LA disbursal in Uttar Pradesh"
1776,"16 NH projects inaugurated and foundation stones laid in the State costing about Rs 7500 croreMinister says, NH works amounting to Rs two lakh crore being taken up in Uttar Pradesh"
1777,The Uttar Pradesh Government should consider exempting toll plaza agreements from stamp duty and land acquisition for developing National Highways.
1778,The Chief Minister of Uttar Pradesh Yogi Adityanath and Union Minister Manmohan Singh have laid the foundation stones of 16 National Highway projects worth more than Rs 7477 crore.
1779,"Shri Gadkari, the minister of transport, said that 3700 km NH length worth Rs 42,000 crore has been added in Uttar Pradesh in the last six years. Today, there are over 11,389 kms of NHs in the State and roads worth Rs 1.3 lacs are being constructed in UP. "
1780,"The CRF works worth Rs 15,439 have been sanctioned since 2014 in the State. Another Rs 287 Crores were sanctioned in the current financial year. The government has approved releasing another Rs 280 Crores under the scheme."
1781,"The Minister of State for Uttar Pradesh (UP) said that 2,900 km of NH works worth Rs 65,000 crore will be completed in the current year in UP. Another 1100 km length of the same amount is targeted to be awarded this year. DPRs are being prepared for 3500 km length at a cost of about Rs 50,000 crn."
1782,"The DPR for the Prayagraj Ringroad costing Rs 7,000 crore has been prepared. The minister informed that construction of 133 km 4-lane Greenfield project worth Rs 3652 crore between Ghazipur-Ballia-Mazhighat is under consideration. A 27 km Greenfield bypass from Dandupur to Sansor will be constructed at a cost of Rs 2,500 crore."
1783,The minister for RTH Gen (Retd) Dr V K Singh has announced a number of projects aimed at improving inter-state and inter-district connectivity and strengthening tourism sector in the State.
1784,The event was held to inaugurate new roads in UP.
1785,Widening to 4-lane from Meerut to Bulandhshahar of NH-235
1786,Construction of 4-lane Gorakhpur bypass from JungalKaudiya of NH-24 to Kaleshwar on NH-27
1787,Rehabilitation & Up-gradation of NH-76 from Kabrai to Banda in district of Mahoba& Banda
1788,Rehabilitation & Up-gradation of NH-76 from Mau to Jasra in district ofChitrakoot&Prayagraj
1789,Rehabilitation & Up-gradation to 4-lane of NH-96 from Pratapgarh to Prayagraj bypass in district ofPratapgarh&Prayagraj
1790,Rehabilitation & Up-gradation of NH-730 from Barhani to Kataya in district of Siddharthnagar
1791,Rehabilitation & Up-gradation of NH-730 from Bahraich to Shrawasti in district of Bahraich&Shrawasti
1792,Construction of ROB in lieu of COD crossing (LC no.79D) in Kanpur district
1793,Strengthening of NH-75E in the district of Sonebhadra from MP/UP border to UP/Jharkhand border
1794,Strengthening of NH-75E in the district of Sonebhadra from MP/UP border to UP/Jharkhand border
