,content
17224,"EPI in its 2022 Report acknowledges that the indicators - Terrestrial Biome Protection, National (TBN) and Global (TBG) - are incomplete proxies for realized biome protection. "
17225,"Indicators such as TBN, TBG or the Protected Area Representativeness Index (PARI) rely on aerial coverage of protected areas."
17226,"The EPI 2022 Report points out that the use of data intensive indicators like Species Habitat Index (SHI), Species Protection Index (SPI) and Biodiversity Habitat index (BHI) is not effective in capturing the performance of a country towards biodiversity and habitat protection."
17227,"For the Marine Protected Areas indicator, it may be noted the entire EEZ is taken as the denominator for computing this metric, which is not suitable for India as it has all its coastal and MPAs within the Territorial Sea and taking a vast area of EEZ as the denominator is not acceptable."
17228,The Publishing Agency will not extend support to help India understand and replicate the methodology used by Yale University.
17229,The method of calculating the indicator based on the outdated data is invalid.
17230,"According to the JRC 2020 Report, the Terrestrial Biome Protection - National (TBN) and Terrestrial biome Protection – Global (TBG) should not be included in the 2022 Report."
17231,"Further, as pointed in the JRC 2020 Report, the indicators which have no significant correlation with the respective issue category or with the EPI per se, have also been retained such as the Biodiversity Habitat Index (BHV) and the Species Habitat Index (SHI) that could have been replaced with more appropriate indicators."
17232,The issue category for ecosystem services needs to be expanded to include metrics that truly capture the services provided by various ecosystems.
17233,"The JRC 2020 Report has suggested that a higher weightage must be given to Grassland loss and Wetland loss in EPI 2022. However, the improvement under these parameters is not reflected in the Climate change issue category."
17234,India has only two indicators under the Agriculture category.
17235,The JRC report of 2020 states that the Fish Stock Status (FSS) and Fish caught by Trawling (FGT) are negatively correlated with the policy objective of Ecosystem Vitality.
17236,India and Sweden Host Industry Transition Dialogue in Stockholm
17237,"“The developing world needs not just an industrial ‘transition’, but an industrial renaissance – a flowering of industries that will create jobs and prosperity along with a clean environment”: Shri Bhupender Yadav“Developed nations, with their historical experiences, must take lead in the global transition towards net-zero & low carbon industry”: Shri Bhupender Yadav"
17238,India and Sweden hosted the Industry Transition Dialogue today in Stockholm.
17239,"This high level of dialogue has contributed to the UN Conference ‘Stockholm+50’: a healthy planet for the prosperity of all –our responsibility, our opportunity’, takingplace on 2 and 3 June 2022 and set the agenda for COP27."
17240,"The event was opened by address from Union Minister of Environment, Forest and Climate Change, India."
17241,The Union Minister congratulated the world for the upcoming 50th anniversary of United Nations Conference on the Human Environment. He called for an industrial renaissance to create jobs and prosperity and a clean environment. Developed nations must lead the global transition towards net-zero and low carbon industry.
17242,Japan and South Africa have joined the initiative LeadIT.
17243,"During the event, India chaired the roundtable dialogues on Priorities for Implementation 2022-23, countries and companies shared their initiatives, success stories and plans for future."
17244,"Tariff Notification No. 55/2022-CUSTOMS (N.T.) in respect of Fixation of Tariff Value for Edible Oils, Brass Scrap, Areca Nut, Gold and Silver."
17245,"The Central Board of Indirect Taxes & Customs, being satisfied that it is necessary and expedient to do so, amends the notification of the Government of India in the Ministry of Finance (Department of Revenue), No. 36/2001-Customs (N.T.), dated the 3rd August, 2001."
17246,"In the said notification, for TABLE-1, TABLE-2, and TABLE-3 the following Tables shall be substituted, namely: -"
17247,Chapter/ heading/ sub-heading/tariff item
17248,Chapter/ heading/ sub-heading/tariff item
17249,The benefits of entries at serial number 356 of the Notification No. 50/2017-Customs dated 30.06.2017 are being availed.
17250,The benefits of entries at serial number 357 of the Notification No. 50/2017-Customs dated 30.06.2017 are being availed.
17251,"(i) Silver, in any form, other than medallions and silver coins having silver content not below 99.9% or semi-manufactured forms of silver falling under sub-heading 7106 92;"
17252,(ii) Medallions and silver coins having silver 
17253,"content not below 99.9% or semi-manufactured forms of silver falling under sub-heading 7106 92, other than imports of such goods through post, courier or baggage."
17254,Explanation.
17255,"currency coins, jewellery made of silver or "
17256,"(i) Gold bars, other than tola bars, bearing manufacturer’s or refiner’s engraved serial number and weight expressed in metric units;"
17257,"(ii) Gold coins having gold content not below 99.5% and gold findings, other than imports of such goods through post, courier or baggage."
17258,Explanation.
17259,Chapter/ heading/ sub-heading/tariff item
17260,"This notification shall come into force with effect from the 01st day of July, 2022."
17261,"The principal notification was published in the Gazette of India, Extraordinary, Part-II, Section-3, Sub-section (ii), vide Notification No. 36/2001/N.T. 748 (E), dated the 3rd August, 2001. It was last amended vide N.O. 2755 (E) dated 15th June, 2022."
17262,Calendar for Auction of Government of India Treasury Bills 
17263,(For the Quarter ending September 2022)
17264,"After reviewing the cash position of the Central Government, Government of India, in consultation with Reserve Bank of India, has decided to notify the amounts for the issuance of Treasury Bills for the quarter ending September 2022 as under:"
17265,Notified Amount for Auction of Treasury Bills 
17266,"(July 1, 2022 to – September 30, 2022)"
17267,The Government of India and the Reserve Bank of India will continue to have the flexibility to modify the amount and timing for auction of Treasury Bills.
17268,"The auction of Treasury Bills will be held on the conditions specified in the General Notification No. 4(2)-W&M/2018 dated March 27, 2018."
17269,Public Debt Management report for the quarter of January-March 2022
17270,"Since Apr-June 2010-11, Public Debt Management Cell (PDMC) of the Ministry of Finance has been bringing out quarterly reports on debt management. The current report pertains to the quarter January-March (Q4 FY22)."
17271,The Central Government raised more amount through dated securities during Q4 of FY22 than in Q4 in FY21. The weighted average yield of primary issuances hardened to 6.66 per cent from 6.33 per cent. The maturity of new issuances was higher at 17.56 years in the Q4 as compared to Q3.
17272,The total liabilities of the Government increased by 3.74% in Q4 FY22. Public debt amounted to 92.28% of total liabilities at end-March 2022 compared to 91.60% at December 2021.
17273,"The yields on government securities hardened in the secondary market due to increase in supply of G-secs during the quarter. However, they were supported by MPC's decision to keep the policy rate unchanged at 4%."
17274,Foreign banks were the dominant trading segment in the primary market during the quarter. Commercial banks' share of Central Government securities stood at 37.75 per cent at end of March 2022 as against 35.40 per cent in December 2021.
17275,Sale of Electoral Bonds at Authorized Branches of State Bank of India (SBI)
17276,The Government of India has notified the Electoral Bond Scheme 2018 vide Gazette Notification No. 20 dated 2nd January 2018.
17277,SBI has been authorised to issue and encash Electoral Bonds through its 29 authorised branches.
17278,The Electoral Bonds shall be valid for fifteen calendar days from the date of issue.
17279,Electoral Bond Scheme – 2018 Existing Authorized Branches
17280,"Delhi Main Branch 11, Parliament Street, New Delhi – 110001"
17281,"Chandigarh Main Branch SCO 43-48, Banking Square,"
17282,"Sector-17B, Chandigarh, Distt: Chandigarh"
17283,"Near Kali Bari Temple, The Mall, Shimla, District : Shimla"
17284,"State: Himachal Pradesh, Pin : 171003"
17285,Badami Bagh (Srinagar) Branch Badami Bagh
17286,"Cantonment, Srinagar, Kashmir Dist : Badgam,"
17287,"4, Convent Road, Dehradun Uttarakhand, District : Dehradun State: Uttarakhand Pin : 248001"
17288,"Gujarat, Dadar & Nagar Haveli and Daman & Diu"
17289,"Gandhinagar Branch, I Floor, Zonal Office Sector"
17290,"10 B Gandhinagar Distt: Gandhinagar,"
17291,"Bhopal Main Branch T.T.Nagar,Bhopal-462003, Bhopal, Madhya Pradesh,"
17292,"Jaistambh Chowk, Raipur, District : Raipur"
17293,"Jaipur Main Branch P.B.No.72, Sanganeri Gate"
17294,"Jaipur, Rajasthan District: Jaipur, State: Rajasthan."
17295,Mumbai Main Branch Mumbai Samachar Marg
17296,"Horniman Circle, Fort, Mumbai, Maharashtra Pin: 400001"
17297,"Opp : Hotel Mandovi, Dayanand, Dayanand Bandodkar Marg, Panaji, Goa."
17298,"District : North Goa, State : Goa, Pin: 403001"
17299,"Tarawali Kothi, Motimahal Marg, Hazratganj, Lucknow, Uttar Pradesh"
17300,"District :Lucknow, State: Uttar Pradesh"
17301,"Bhubaneswar Main Branch P.B.NO.14, Bhubaneswar Bhubaneswar"
17302,Kolkata Main Branch Samriddhi Bhawan
17303,"1, Strand Road, Kolkata, West Bengal, District :Kolkata."
17304,"West Gandhi Maidhan, Patna, Bihar."
17305,"Jharkhand, District : Ranchi, State: Jharkhand, Pin : 834001"
17306,"M G Marg, Gangtok SIKKIM Dist: East Sikkim"
17307,"TT Marg,VIP Road Bank Tinali, Itanagar, Arunachal Pradesh District : Papumpare"
17308,State : Arunachal Pradesh Pin : 791111
17309,Near deputy commissioner's office Kohima
17310,"MG Road, Near General PO Shillong, District: Khasi Hills (E), Meghalaya, Pin: 793001"
17311,"District: Aizawl, Mizoram Pin: 796001"
17312,"District: Tripura (W), Tripura Pin: 799001"
17313,"Visakhapatnam Branch Rednam Gardens, Jail Road,"
17314,"Junction, Opp. Pages/Vodaphone Off, Visakhapatnam."
17315,District: Visakhapatnam State : Andhra Pradesh Pin : 530002
17316,"Hyderabad Main Branch Bank Street, Koti, Hyderabad."
17317,"Chennai Main Branch 336/166, Thambuchetty Street, Parrys, Chennai."
17318,"Bengaluru Main Branch Post Bag No.5310,"
17319,"District :Bangalore Urban, State: Karnataka, Pin : 560001"
17320,"Thiruvananthapuram Branch P.B.No.14, M.G.Road,"
17321,"District : Thiruvananthapuram, State: Kerala, Pin: 695001"
17322,Recommendations of 47th GST Council Meeting
17323,"GoM on Casino, Race Course and Online Gaming to re-examine the issues based on further inputs from States and submit its report within a short durationGoM to be constituted to address various concerns raised by the States on GST Appellate Tribunal and amendments in CGST ActGoM on IT Reforms, inter alia, recommended that the GSTN should put in place the AI/ML based mechanismAll rate changes recommended by the 47th GST Council will be made effective from 18th July, 2022"
17324,The 47th GST Council met in Chandigarh today.
17325,The GST Council has inter-alia made the following recommendations relating to changes in GST rates on supply of goods and services and changes related to GST law and procedure:
17326,I.GST rates on goods and services.
17327,GoM has approved the recommendations on rate rationalization.
17328,"Knives with cutting blades, Paper knives, Pencil sharpeners and blades therefor, Spoons, forks, ladles, skimmers, cake-servers etc"
17329,"Power driven pumps primarily designed for handling water such as centrifugal pumps, deep tube-well turbine pumps, submersible pumps; Bicycle pumps"
17330,"Machines for cleaning, sorting or grading, seed, grain pulses; Machinery used in milling industry or for the working of cereals etc; Pawan Chakki that is Air Based Atta Chakki; Wet grinder;"
17331,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce and its parts, Milking machines and dairy machinery"
17332,"LED Lamps, lights and fixture, their metal printed circuits board; "
17333,Prepared/finished leather/chamois leather / composition leathers;
17334,Refund of accumulated ITC not to be allowed on flowing goods:
17335,Services supplied by foreman to chit fund
17336,"Job work in relation to processing of hides, skins and leather"
17337,Job work in relation to manufacture of leather goods and footwear
17338,Job work in relation to manufacture of clay bricks
17339,"Works contract for roads, bridges, railways, metro, effluent treatment plant, crematorium etc."
17340,"Works contract for historical monuments, canals, dams, pipelines, plants for water supply, educational institutions, hospitals etc. was awarded to a sub-contractor."
17341,"Works contract supplied to central and state governments, union territories & local authorities involving predominantly earthwork and sub-contracts thereof"
17342,B.
17343,"Orthopedic appliance- Splints and other fracture appliances; artificial parts of the body; other appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability; intraocular lens "
17344,"Tar (whether from coal, coal gasification plants, producer Gas plants and Coke Oven Plants."
17345,IGST on import of Diethylcarbamazine (DEC) tablets supplied free of cost for National Filariasis Elimination Programme
17346,"IGST on specified defence items imported by private entities/vendors, when end-user is the Defence forces."
17347,Transport of goods and passengers by ropeways.
17348,Renting of truck/goods carriage where cost of fuel is included
17349,C Withdrawal of exemptions [Approval of recommendations made by GoM on rate rationalization]
17350,"GST should be excluded from its scope of application on prepackaged and pre-labelled retail packs of curd, lassi and butter milk, as recommended by the government."
17351,"C.2 In case of the following goods, exemption from GST will be withdrawn:"
17352,"Maps and hydrographic or similar charts of all kinds, including atlases, wall maps, topographical plans and globes, printed"
17353,"C.3 In case of the following goods, the exemption in form of a concessional rate of GST is being rationalized:"
17354,Scientific and technical instruments supplied to public funded research institutes
17355,C4.C4 is rationalizing exemptions in case of Services.
17356,Exemption on transport of passengers by air to and from NE states & Bagdogra is being restricted to economy class
17357,Exemption on following services is being withdrawn.
17358,Transportation by rail or a vessel of railway equipment and material.
17359,"storage or warehousing of commodities which attract tax (nuts, spices, copra, jaggery, cotton etc.)"
17360,Fumigation in a warehouse of agricultural produce.
17361,Renting of residential dwelling to business entities (registered persons).
17362,Services provided by the cord blood banks by way of preservation of stem cells
17363,"Like CETPs, common bio-medical waste treatment facilities for treatment or disposal of biomedical waste shall be taxed at 12% so as to allow them ITC"
17364,Hotel accommodation priced up to Rs. 1000/day shall be taxed at 12%.
17365,Room rent (excluding ICU) exceeding Rs 5000 per day per patient charged by a hospital shall be taxed to the extent of amount charged for the room at 5% without ITC.
17366,"Tax exemption on training or coaching in recreational activities relating to arts or culture, or sports is being restricted to such services when supplied by an individual."
17367,"GST on casinos, race course and online gaming."
17368,"The Council directed that the Group of Ministers on Casino, Race Course and Online Gaming re-examine the issues in its terms of reference based on further inputs from States and submit its report within a short duration."
17369,"Electric vehicles whether or not fitted with a battery pack, are eligible for the concessional GST rate of 5%."
17370,All fly ash bricks attract same concessional rate irrespective of fly ash content
17371,"Stones covered in Schedule-I (such as Napa stones), even if they are ready to use and polished, attract concessional GST rate of 5%."
17372,"Mango CTH 0804, including mango pulp and mangoes sliced, dried and dried attract 12% GST. Raw or fresh mangoes continue to be exempt."
17373,Sewage treated water is not the same as purified water as stated in notification 2/2017-CT(Rate).
17374,Nicotine Polarilex Gum attracts a GST rate of 18%.
17375,The condition of 90% fly ash content with respect to fly ash aggregate and not fly ash bricks is being omitted.
17376,E2 .Clarification in relation to GST rate on Services
17377,GST charged 5% without ITC on the supply of ice-cream by ice cream parlours. The rate will be regularized to avoid litigation.
17378,The application fee charged by universities is exempt from GST.
17379,The exemption under which raw vegetable fibres are taxed has been rationalized.
17380,The services associated with transit cargo both to and from Nepal and Bhutan are covered by exemption under notification No. 12/2017-CT(R) dated 28.06.2017.
17381,The activity of selling space for advertisement in souvenirs published in the form of books is eligible for concessional GST at 5%.
17382,Renting a transport vehicle with operator for transportation of goods on time basis attracts 18% GST.
17383,8. Location charge or preferential location charges are part of consideration charged for long-term lease of land and shall get the same treatment under GST.
17384,The services provided by guest anchors to TV channels in lieu of honorarium attract GST.
17385,The additional fee collected in the form of higher toll charges from vehicles not having Fastag shall be treated as payment of toll for allowing access to roads or bridges to such vehicles and shall be given the same tax treatment as given to toll charges.
17386,The services in form of ART and IVF are covered under the definition of health care services for the purpose of exemption under GST.
17387,"12. Sale of land after leveling, laying down of drainage lines etc. does not attract GST."
17388,Renting motor vehicles for transport of passengers to a body corporate for a period of time is taxable under RCM.
17389,The expression “public transport” used in the exemption entry at SI No. 17(d) of notification No. 12/2017-CT(R) means that such transport should be open to public for point to point transport.
17390,All taxable service of Department of Posts will be subject to forward charge.
17391,GTA is being given option to pay GST at 5% or 12% under forward charge.
17392,3. Service provided by Indian Tour operator to a foreign resident for a tour partially in India and partially outside India is to be subject to tax proportionate to the tour conducted in India.
17393,"The rate changes recommended by the 47th GST Council will be made effective from 18th July, 2022."
17394,The GST Council inter-alia has inter alia made the following recommendations relating to GST law and procedure:.
17395,In-principal approval for relaxation in the provisions for suppliers making supplies through E-Commerce Operators (ECOs)
17396,"Waiver of requirement of mandatory registration under section 24(ix) of CGST Act for person supplying goods through ECOs, subject to certain conditions, such as-"
17397,the aggregate turnover on all India basis does not exceed the turnover specified under sub-section (1) of section 22 of the CGST Act and notifications issued thereunder.
17398,the person is not making any inter-State taxable supply
17399,Composition taxpayers would be allowed to make intra-State supply through e-commerce operators subject to certain conditions.
17400,The details of the scheme will be worked out by the Law Committee of the Council. It will be tentatively implemented with effect from 01.01.2023.
17401,"Amendment in formula prescribed in sub-rule (5) of rule 89 of CGST Rules, 2017 for calculation of refund of unutilized Input Tax Credit on account of inverted rated structure"
17402,The government proposes to change the formula for calculating refund under rule 89(5) to take into account ITC on account of inputs and input services for payment of output tax on inverted rated supplies.
17403,"Amendment in CGST Rules for handling of pending IGST refund claims: In some cases where the exporter is identified as risky exporter requiring verification by GST officers, or where there is a violation of provisions of Customs Act, the refund claims in respect of export of goods are suspended/withheld."
17404,Amendment in rule 96 of the CGST Rules has been recommended to provide for transmission of such IGST refund claims on the portal in a system generated from a form GST RFD-01 to the jurisdictional GST authorities for processing.
17405,Re-credit of amount in electronic credit ledger to be provided in those cases where erroneous refund amount sanctioned to a taxpayer is deposited.
17406,"This will enable the taxpayers to get re-credit of the amount of erroneous refund, paid back by them, in their electronic credit ledger."
17407,"Clause (c) of section 110 and section 111 of the Finance Act, 2022 requires the Central Government to notify it."
17408,"retrospective amendment in section 50(3) of CGST Act, with effect from 01.07.2017,to provide that interest will be payable on the wrongly availed ITC only when the same is utilized;"
17409,amendment in sub-section (10) of section 49 of CGST Act to provide for transfer of balance in electronic cash ledger of a registered person to electronic cash ledger of CGST and IGST of a distinct person.
17410,The rules providing for the manner of calculation of interest under section 50 of CGST Act have been recommended for more clarity.
17411,Waiver of late fee for delay in filing FORM GSTR-4 for FY 2021-22 and extension of due date for filing FORM GST CMP-08 for Q1 of FY 2022-23:
17412,To extend the waiver of late fee under section 47 for delay in filing FORM GSTR-4 for FY 2021-22 by four weeks.
17413,To extend the due date of filing of FORM GST CMP-08 for the 1st quarter of FY 2022-23 from 18.07.2022 to 31.07.2022.
17414,GSTN has also been asked to expeditiously resolve the issue of negative balance in Electronic Cash Ledger being faced by some of the composition taxpayers.
17415,Present exemption of IGST on import of goods under AA/EPCG/EOU scheme to be continued and E-wallet scheme not to be pursued further.
17416,"Issuance of the following circulars in order to remove ambiguity and legal disputes on various issues, thus benefiting taxpayers at large:"
17417,Clarification on issue of claiming refund under inverted duty structure where the supplier is supplying goods under some concessional notification.
17418,Clarification on various issues relating to applicability of demand and penalty provisions under the CGST Act in respect of transactions involving fake invoices.
17419,Clarification on mandatory furnishing of correct and proper information of inter-State supplies and amount of ineligible/blocked Input Tax Credit and reversal thereof in return in FORM GSTR-3B.
17420,Clarification in respect of certain GST related issues:
17421,Clarification on the issues pertaining to refund claimed by the recipients of supplies regarded as deemed export;
17422,Clarification on various issues relating to interpretation of section 17(5) of the CGST Act; 
17423,Clarification on the issue of perquisites provided by employer to the employees as per contractual agreement;
17424,Clarification on utilization of the amounts available in the electronic credit ledger and the electronic cash ledger for payment of tax and other liabilities.
17425,Exemption from filing annual return in FORM GSTR-9/9A for FY 2021-22 to be provided to taxpayers having AATO upto Rs. 2 crores.
17426,Explanation 1 after rule 43 of CGST Rules to be amended to provide that there is no requirement of reversal of input tax credit for exempted supply of Duty Credit Scrips by the exporters.
17427,UPI & IMPS to be provided as an additional mode for payment of Goods and Services Tax to taxpayers under Rule 87(3) of CGST Rules.
17428,"In respect of refunds pertaining to supplies to SEZ Developer/Unit, CGST Rules should clarify that “specified officer” under sub-rule 89 of rule 89 means the “ specified officer’ or “authorised officer“."
17429,Amendment in CGST Rules to provide for refund of unutilized Input Tax Credit on account of Export of Electricity.
17430,Outgoing international passengers to be treated as exports by DFS and consequential refund benefit to be available to them.
17431,B.C. proposes measures for streamlining compliances in GST.
17432,Provision for automatic revocation of registration in cases where the system suspended registration.
17433,Proposal for comprehensive changes in FORM GSTR-3B to be placed in public domain for seeking inputs/suggestions of the stakeholders.
17434,"Time period from 01.03.2020 to 28.02.2022 to be excluded from calculation of the limitation period for filing refund claim under section 54 and 55 of CGST Act, as well as for issuance of demand/ order in respect of erroneous refunds under section 73. The limit for issuing order in connection with demands linked with due date of annual return is to be extended till 30th September, 2023."
17435,The Council has decided to constitute a Group of Ministers to address concerns raised by States regarding constitution of GST Appellate Tribunal and make recommendations for appropriate amendments in CGST Act.
17436,"GST Council approved ad-hoc apportionment of IGST to the extent of Rs. 27,000 crores and release of 50% of this amount to the States."
17437,The GoM on IT Reforms recommended that the GSTN should put in place the AI/ML based mechanism to verify the antecedents of the registration applicants and an improved risk-based monitoring of their behavior post registration.
17438,The recommendations of the GST Council have been presented in this release. They will be implemented through Circulars/ Notifications/ Law amendments.
17439,Exchange Rate Notification No.53/2022 - Customs (N.T.)
17440,"In exercise of the powers conferred by section 14 of the Customs Act, 1962 (52 of 1962), the Central Board of Indirect Taxes and Customs hereby makes the following amendments in the Central Board of Indirect Taxes and Customs Notification No.51/2022-CUSTOMS (N.T.), dated 16th June, 2022 with effect from 29th June, 2022."
17441,"In the SCHEDULE-I of the said Notification, for serial No.18 and the entries relating thereto, the following shall be substituted, namely: -"
17442,Rate of exchange of one unit of foreign currency equivalent to Indian rupees
17443,Income Tax Department conducts searches in Rajasthan and Mumbai
17444,"Income Tax Department carried out a search and seizure operation on a business group involved in retail and export sale of handicrafts, cash financing, purchase and sale of land and buildings, alongwith some bullion traders."
17445,The group involved in real estate and fraudulently obtaining money through bogus purchase bills of gold and silver arranged from bullion traders has been caught red-handed.
17446,The seized evidence revealed that the group is involved in illegal transactions.
17447,The search action has unearthed unaccounted cash and gold jewellery worth more than Rs. 100 crn.
17448,Further investigations are in progress.
17449,Prime Minister Leads International Yoga Day Celebration with Mass Yoga demonstration in Mysuru
17450,Yoga has become a global festival.
17451,"Prime Minister Shri Narendra Modi marked the 8th International Yoga Day celebration by participating in a Mass Yoga Demonstration involving thousands of participants at Mysuru Palace Ground, Karnataka."
17452,"The Prime Minister of India, Narendra Modi, has dedicated the 8th International Yoga Day to Yoga."
17453,The theme for this year's International Day of Yoga is - Yoga for humanity.
17454,Nirmala Sitharaman joined the International Day of Yoga celebrations with yoga practitioners of Morarji Desai Yoga Institute at Jantar Mantar.
17455,"The Union Finance Minister, Arun Jaitley, is participating in the celebration of Yoga."
17456,"On 21st June, India celebrates International Yoga Day. Smt. Sitharaman talks about the spread of Yoga across the world."
17457,Yoga is one of the biggest assets of India.
17458,The Finance Minister underlined that yoga unites the mind and body to be in synchrony.
17459,"Union Minister of State for Finance Shri Pankaj Choudhary joined the 8th International Day of Yoga (IDY) 2022 celebrations with the practitioners at Prashar Lake, Mandi, Himachal Pradesh today."
17460,"Union Minister of State for Finance Dr Bhagwat Kisanrao Karad joined the 8th International Day of Yoga (IDY) 2022 celebrations with the yoga practitioners at Sabarmati River front, Ahmedabad, today."
17461,"After two years when celebrations of Yoga Day were aligned with the Covid-19 pandemic protocols, widespread enthusiasm and participation was observed across the country for this year’s 8th edition of the IDY 2022 to support the message of “Yoga for Humanity”."
17462,"This year International Day of Yoga has witnessed many firsts, including live streaming of people performing yoga in 16 different time zones. Yoga demonstration by Union Cabinet Ministers is taking place at 75 Iconic sites across India."
17463,Capacity Building Initiatives by DEA: Training on Public Private Partnership (PPPs) by AJNIFM
17464,"The Department of Economic Affairs (DEA) in collaboration with Capacity Building Commission (CBC) has framed a Capacity Enhancement Plan (CEP) for driving relevant capacities across Ministries, State Governments and the extended ecosystem of infrastructure execution in the country."
17465,The DEA is conducting a training programme on public private partnerships.
17466,"The Centre for Excellence in Public Enterprises (CEP) organises trainings for officials involved in planning, executing and implementing infrastructure projects."
17467,"This year, eight training programmes have been conducted in partnership with Indian Institute of Management, Bangalore (IIM-B), Indian School of Business, Hyderabad (ISB), Infrastructure and Projects Authority (IPA), Foreign, Commonwealth & Development Office (FCDO), United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP), All India Management Association (AIMA), World Bank, Indian Institute, Banking & Finance (IIBF), Institute, Management, Kozhikode (IMK)."
17468,"Auction for Sale (Issue/re-issue) of (i) ‘New GS 2024’, (ii) ‘7.10% GS 2029’, (iii) ‘6.54% GS 2032’ and (iv) ‘6.95% GS 2061’"
17469,"GoI has announced the sale and issue of security for a total amount of `13,000 Crores."
17470,Up to 5% of the notified amount of the sale of the Securities will be allotted to eligible individuals and institutions as per the Scheme for Non-Competitive Bidding Facility in the Auction of Government Securities.
17471,"Both competitive and non-competitive bids for the auction should be submitted in electronic format on the Reserve Bank of India Core Banking Solution (E-Kuber) system on June 24, 2022."
17472,"The result of the auctions will be announced on June 24, 2022 (Friday) and payment by successful bidders will be on June 27, 2022 (Monday)."
17473,The Securities will be eligible for trading under the new guidelines.
17474,Income Tax Department conducts searches in Tamil Nadu
17475,Income Tax Department carried out search and seizure operations on a leading industrial group of Chennai.
17476,The evidence gathered during the search operation has revealed that the large-scale tax evasion of more than Rs. 400 Crores.
17477,"The group is found to be controlling, back-office operations of its international chain of hotels from India."
17478,The police have launched a search operation in connection with a huge amount of money and gold jewellery.
17479,Further investigations are in progress.
17480,Sovereign Gold Bond Scheme 2022-23 (Series I) – Issue Price
17481,"The issue price of Sovereign Gold Bond 2022-23 (Series I) is ` 5,091 per gram."
17482,"The issue price of Gold Bond will be ` 5,041 per gram of gold. However, investors who apply online and make their payment through digital mode will get a 50 rupees discount."
17483,Delhi Customs Preventive seized more than 37 Lakh cigarette sticks and 7.10 Lakhs of foreign origin worth more than Rs. 1.1 Cr.
17484,"Indian Customs has seized 7,10,000 sticks of foreign origin cigarettes with brand ‘Djarum Black’ worth around Rs 1 crore."
17485,"There were foreign origin packets of Indian brand cigarettes with a total of 30,21,500 nos. of sticks found."
17486,The owner of the premises got the premises hired without proper documents.
17487,Smuggling of cigarettes into the country has a negative impact on the economy.
17488,Indian Customs have searched the Godown premises at an Industrial Area in Delhi.
17489,"Smuggling of Cigarettes involves illegal transportation of it between Continents, Countries and Provinces via air or sea transport."
17490,International smuggled cigarettes are 5 times cheaper than legally duty paid cigarettes in the Indian market.
17491,Delhi Customs Preventive has been doing its best to stop illegal importation of cigarettes into India.
17492,Enforcement authorities in India have made many seizures of illegal cigarettes.
17493,"181 Hongjin Road, Kunming 650202 China"
17494,HO-JI. Jend.
17495,"28 JI, Ahmad Yani Kudus, 59317 Indonesia"
17496,"KT & G71, Beotkkot-gil, Daedeokgu, Daejeon Republic of korea"
17497,"P.O. Box. No. 447/448, R/A No. 13-Jebel Ali Free Zone, dubai-United Arab Emirates"
17498,Delhi Customs Preventive Commissionerate has handed over seizers of manufacturing fake/counterfeit Indian origin cigarettes to CGST authorities.
17499,Smuggling is a criminal offence and a violation of various Indian laws.
17500,"Smoking is bad for the health, but so is smuggling of cigarettes."
17501,"Indian Law Enforcers i.e. police, local administration and COIN formation may be sensitized to report any incident of sale of foreign made cigarettes to nearby Customs/GST office immediately."
17502,The principal commissioner of Delhi Customs (Preventive) said that his department is always alert and takes immediate action on any information.
17503,Income Tax Department conducts searches in J&K and Delhi
17504,"Income Tax Department carried out a search and seizure operation on a leading manufacturer and seller of Jamawar Shawls, Pashmina and Kashmiri Shawls."
17505,The Group has been involved in a large scale tax evasion involving a huge amount of cash and undervaluation of stocks.
17506,"The group is showing exports from India to Saudi Arabia and the UAE, but the business is carried out in the name of third parties."
17507,The group has made huge unaccounted investment in immovable properties in India and abroad. The group also invested in a luxury hotel.
17508,The police have seized cash worth more than Rs. 46 Lakhs.
17509,The police have launched an investigation into the death of a man.
17510,Net Direct Tax collections for the Financial Year 2022-23 grown at over 45%
17511,"Net Direct Tax collections for the Financial Year 2022-23 continue to grow at a robust pace. Gross Tax collections have grown at about 40%. Advance Tax collections grew by more than 33%. There were refunds amounting to Rs. 30,334 crore."
17512,The direct tax collections for the Financial Year 2022-23 have increased by 45% compared to the previous year.
17513,"The net direct tax collection of Rs. 3,39,225 crore includes collection of CIT and PIT."
17514,"The Gross collection of Direct Taxes for the F.Y. 2022-23 stands at 3,69,559 crore compared to 2,64,382 crore in the previous year."
17515,The Advance Tax collections for the first quarter of the new financial year are up by more than 33%.
17516,The TDS collections for the upcoming Financial Year 2022-23 have risen by nearly 46%.
17517,Self-assessment tax collections for the upcoming Financial Year 2022-23 have risen by more than 41%.
17518,"Refunds amounting to Rs. 30,334 crore have been issued in the F.Y."
17519,Revised Instruction for constitution and functioning of Local Committees to deal with taxpayers’ grievances due to high-pitched Scrutiny Assessment
17520,"In line with CBDT’s policy and commitment towards providing enhanced taxpayers’ services and reduce taxpayers’ grievances, CBDT has issued revised Instruction for constitution and functioning of Local Committees to deal with taxpayers’ grievances arising out of high-pitched Scrutiny Assessment through F.No.225/101/2021-ITA-II, dated 23rd April, 2022."
