,content
8086,A delegation of Dutch startups is expected to visit India later this year.
8087,Startup India and its Dutch implementing partner are planning to organize startup missions from India to Netherlands.
8088,Creation of Directorate General of Trade Remedies (DGTR) in Department of Commerce
8089,Department of Commerce has created Directorate General of Trade Remedies (DGTR) in the Ministry of Commerce and Industry.
8090,"The DGTR will be the apex National Authority for administering all trade remedial measures including anti-dumping, countervailing duties and safeguard measures. It will bring Directorate General of Anti-Dumping and Allied Duties (DGAD), Directorate General Safeguards (DGS), and Safeguard functions of DGFT into its fold."
8091,DGTR has been approved with a sanctioned strength of 112 posts drawn from Directorate General of Anti-dumping and Allied Duties of Department of Commerce and CBEC. The creation of DGTR will result in savings of 49 posts to the Government on account of merging DGAD and DGS.
8092,"Sh. Suresh Prabhu, Commerce and Industry Minister has expressed satisfaction over creation of DGTR."
8093,Suresh Prabhu launches Intellectual Property mascot – IP Nani
8094,The Minister of Commerce and Industry launched the Intellectual Property mascot - IP Nani - at the conference on National Intellectual Property Rights Policy in New Delhi today. An anti-piracy video featuring Amitabh Bachchan was also launched by the Minister at the event.
8095,The Minister of Culture and Sports has called for strict implementation of Intellectual Property Rights.
8096,Mascot IP Nani will help the government and enforcement agencies in combating IP crimes with the help of her grandson Aditya.
8097,"This character is in line with the World Intellectual Property Organization’s (WIPO) campaign for the World IP Day which celebrates the brilliance, ingenuity, curiosity and courage of women."
8098,The National IPR Policy was approved by the Union Cabinet on 12th May 2016. 
8099,"In this context, the Cell for IPR Promotion and Management (CIPAM) collaborated with the European Union Intellectual Property Office (EU-IPO) to produce a series of animated videos on IPRs for children."
8100,"CIPAM has been conducting IPR awareness workshops for school students since April 2017. It has reached out to over 100 schools sensitizing over 8,000 students on IPRs. CIPAM also engaged with the National Council of Educational Research & Training (NCERT) to curate content on I PRs exclusively for Class 12 school syllabus."
8101,Clarification on Import of Sugar from Pakistan
8102,There have been some misinformed news reports about import of sugar from Pakistan.
8103,"The import of sugar from Pakistan has been 1908 MT for a value of USD 0.657 million in 2018-19 and 13,110 MT in 2017-18."
8104,Pakistan imported about 1.5 million MT of sugar in April-May 2018.
8105,Sugar import to Pakistan is free with a customs duty of 100%.
8106,India is under WTO obligation of MFN treatment (equal and non discriminatory treatment to all countries) for all WTO member countries including Pakistan.
8107,The import of sugar from Pakistan has declined in the last two years.
8108,"The total import of sugar in the year 2016-17 was 2.14 million MT, which has increased to 2.40 million MT in 2017-18. During April-May 2018, it was 116,512 MT."
8109,Sugar is mostly imported from Brazil.
8110,Sugar if imported under Advanced Authorisation is meant for export only and not for domestic sale.
8111,"For making customs duty payment, importers can use MEIS (merchandise Exports from India) scrips."
8112,Quality checks on import of sugar from Pakistan
8113,Custodians should carry out rigorous inspections and sampling for quality testing of sugar imports at Mumbai and Wagha.
8114,"The export of sugar in the year 2016-17 amounted to 2.54 million MT, whereas in 2017-18 it amounted to 1.75 million MT. During April-May 2018, the total export amounted to 240,093 MT."
8115,"The export of sugar in the year 2016-17 amounted to USD 1,285 million and in 2017-18 to USD 805 million. During April-May 2018, the total export amounted to $91 million."
8116,Statement of country wise imports and exports of sugar during last two years and 2018-19 (Till 14May) is annexed.
8117,"Cabinet approves development of Trunk Infrastructure Components for Integrated Multi Modal Logistics Hub known as ""Freight Village"" at Nangal Chaudhary in Haryana under Delhi Mumbai Industrial Corridor Project"
8118,"The Cabinet Committee on Economic Affairs, chaired by the Prime Minister Shri Narendra Modi has given its approval to the following proposal of the Department of Industrial Policy and Promotion:-"
8119,"i.i. Development of Freight Village, an Integrated Multi Modal Logistics Hub (IMLH) in Nangal Chaudhary, Haryana on 886.78 acres of land in two phases."
8120,The project got financial sanction and approval for development of Phase I and in principle approval for the development of phase II.
8121,II. Investment of Rs. 763.49 crore by National Industrial Corridor Development and Implementation Trust (NICDIT) as equity and debt.
8122,iv. Bidding for trunk infrastructure development by SPV on EPC basis.
8123,The project has enormous economic value in terms of direct and indirect benefits and multiplier effects on the economy.
8124,The proposed development of a Freight Village as Multi Modal Logistics Hub is estimated to generate over four thousand direct and six thousand indirect employment.
8125,The construction of trunk infrastructure will be undertaken in two phases. Phase I will be implemented by financial year 2020-21.
8126,The award of various construction packages will be made in a manner so that the entire construction of trunk infrastructure gets completed simultaneously.
8127,"Phase-ll of the project will be reappraised in 2028 or earlier, if so required, for suitable financial sanctions."
8128,"For implementation of proposed Freight Village, an SPV has been incorporated as a 50:50 Joint Venture of Government of India through NICDIT and Government of Haryana through HSIDC under the name ""DMIC Haryana Multi Modal Logistic Hub Project Limited""."
8129,The Freight Village will be connected to the Dabla Dedicated Freight Corridor.
8130,i.i. connectivity to key ports and Industrial Centres;
8131,ii. Lower cost of supplying goods - faster freight operations & removal of
8132,iv. Real time freight tracking and data analysis.
8133,Visa offers a single-point solution to all logistics need.
8134,vi. Speedy access to ports from hinterland.
8135,vii. Economy of scale in supply chain operations with reduced cost and time of operations.
8136,Last mile gateway port connectivity from the hinterland.
8137,"""Unorganised growth"" of container freight stations."
8138,The government of India is developing the Delhi Mumbai Industrial Corridor.
8139,The government of Haryana plans to build a Freight Village in Mahendragarh district.
8140,"i. Improving efficiency of operations of existing industries in the region as well as attractiveness of the region for various categories of industries, warehousing and logistics operators."
8141,ii. Tapping potential traffic along the Western DFC and of Northern states.
8142,The facility will house standard container handling activities.
8143,CIPAM-DIPP organizes a conference on National IPR Policy
8144,The Cell for IPR Promotion and Management (CIPAM) is organizing a conference on successful completion of two years of the National Intellectual Property Rights Policy (IPR) in New Delhi today.
8145,"Shri Suresh Prabhu, Minister of Commerce and Industry and Civil Aviation will launch the IP Mascot at the event. Amitabh Bachchan will also launch an anti-piracy video."
8146,"The National IPR Policy aims to create and exploit synergies between all forms of intellectual property. It sets in place an institutional mechanism for implementation, monitoring and review."
8147,The Cell for IPR Promotion and Management (CIPAM) was created by DIPP in the year 2016 as a professional body under the aegis of DIPP to take forward the implementation of the National IPR Policy.
8148,This conference will mark two years of the National IPR Policy. It will highlight the progress and the way forward.
8149,30 States and Union Territories participate in State Startup Ranking Framework 2018 launched by DIPP
8150,The States Startup Ranking Framework was launched by Department of Industrial Policy and Promotion on 6th February 2018.
8151,DIPP engaged with State and UT Governments over the past weeks to help them prepare and participate in the States Startup Ranking exercise.
8152,There are 30 States and UTs participating in the first ever State Startup Ranking exercise.
8153,"The participating States and UTs shall be evaluated on a score of 100, against 38 action points."
8154,"The launch of the ranking framework has galvanized the States into action, which has created an impetus for the Startup movement across the country."
8155,Introduction of specific incentives in State Startup policy for women lead Startups 
8156,Constitution of State Startup nodal team 
8157,Provision of financial support to State Incubators 
8158,Design of guidelines for Seed Funding for Startups 
8159,Launch of State chapters of angel networks 
8160,Hosting discussions/workshops to identify Startups in disruptive technologies
8161,Conducting State Startup Yatras - a series of boot camps in colleges/ universities to generate ideas 
8162,"Exports during April 2018 were valued at US $ 25.91 Billion as compared to US $ 24.64 Billion during April 2017, registering a positive growth of 5.17%. In Rupee terms, exports were worth more than Rs. 170052.96 Crores in April 2018, up 7.01%."
8163,"During April 2018, major commodity groups of export showing positive growth over the corresponding month of last year are"
8164,"Non-petroleum and Non Gems & Jewellery exports in April 2018 were valued at US $ 19.80 billion, an increase of 11.73%."
8165,Imports during April 2018 were higher than imports during April 2017.
8166,Major commodity groups of import showing high growth in April 2018 over the corresponding month of last year are:
8167,Oil imports during April 2018 were 41.49% higher than in April 2017.
8168,Non-oil imports fell by 4.30% in April 2018 compared to April 2017.
8169,"II. TRADE IN SERVICES (for March, 2018) as per the RBI Press Release dated 15th May 2018."
8170,Exports during March 2018 grew by 7.16% compared to February 2018.
8171,Imports during March 2018 grew by 1.35% compared to February 2018.
8172,"The trade deficit for April 2018 was estimated to be US $ 13.72 billion, as compared to US $13.25 billion in April 2017."
8173,"The trade balance in Services for March, 2018 was estimated to be US $ 6.55 billion."
8174,The overall trade deficit for April-March 2017-18 was estimated to be US $ 80.61 billion as compared to US $ 41.79 billion during April- March 2016-17.
8175,EXPORTS & IMPORTS (SERVICES) : (US $ Billion)
8176,Exports and imports worth crores are being discussed.
8177,"Source: RBI Press Release dated 15th May, 2018"
8178,QUICK ESTIMATES FOR SELECTED MAJOR COMMODITIES FOR APRIL 2018
8179,Cereal preparations & miscellaneous processed items
8180,"Mica, Coal & Other Ores, Minerals including processed minerals"
8181,"Cotton Yarn/Fabs./made-ups, Handloom Products etc."
8182,Note: The figures for APRIL'18 and APRIL'17 are provisional and subject to change
8183,QUICK ESTIMATES FOR SELECTED MAJOR COMMODITIES FOR APRIL 2018
8184,Cereal preparations & miscellaneous processed items
8185,"Mica, Coal & Other Ores, Minerals including processed minerals"
8186,"Cotton Yarn/Fabs./made-ups, Handloom Products etc."
8187,Note 2: The figures for APRIL'18 and APRIL'17 are provisional and subject to change
8188,QUICK ESTIMATES FOR SELECTED MAJOR COMMODITIES FOR APRIL 2018
8189,"Textile yarn Fabric, made-up articles"
8190,"Artificial resins, plastic materials, etc."
8191,"Pearls, precious & Semi-precious stones"
8192,"Machinery, electrical & non-electrical"
8193,"Professional instrument, Optical goods, etc."
8194,Note: The figures for APRIL'18 and APRIL'17 are provisional and subject to change
8195,QUICK ESTIMATES FOR SELECTED MAJOR COMMODITIES FOR APRIL 2018
8196,"Textile yarn Fabric, made-up articles"
8197,"Artificial resins, plastic materials, etc."
8198,"Pearls, precious & Semi-precious stones"
8199,"Machinery, electrical & non-electrical"
8200,"Professional instrument, Optical goods, etc."
8201,Note 2: The figures for APRIL'18 and APRIL'17 are provisional and subject to change.
8202,Live Social Media Session on Startups with Suresh Prabhu on 16th May
8203,Suresh Prabhu will address the Start up community by answering questions on Startup India.
8204,"The live session will be held on Wednesday, 16th May at 4.30 pm on Suresh Prabhu’s and Startup India‘s social handles."
8205,The live session will be streamed on Facebook.
8206,Index Numbers of Wholesale Price in India (Base: 2011-12=100)
8207,"The official Wholesale Price Index for ‘All Commodities’ (Base: 2011-12=100) for the month of April, 2018 rose by 0.7 percent to 116.8 (provisional) from 116.0 (provisional) for the previous month."
8208,"The annual rate of inflation was 3.18% for the month of April, 2018 (over April, 2017)."
8209,Inflation for important commodities / commodity groups is indicated in Annex-1 and Annex-II.
8210,The movement of the index for the various commodity groups is summarized below:-
8211,The index for this major group rose by 1.4 percent to 129.2 (provisional) from 127.4 (previously) for the previous month.
8212,The food prices rose last month.
8213,"The index for ‘Non-Food Articles’ group declined last month due to lower prices of raw silk, floriculture, niger seed, gaur seed, groundnut seed, linseed, cotton seed, castor seed, sardine, gingelly seed, hides, safflower, kardi seed, coir fibre, raw cotton and copra."
8214,"The index for ‘Minerals’ group rose by 1.6 percent to 121.6 for the previous month due to higher prices of manganese ore, copper concentrate, limestone, zinc concentrate, lead concentrate and chromite."
8215,The index for ‘Crude Petroleum & Natural Gas’ group rose by 2.4 percent to 82.1 (provisional) from 80.2 (provisional) for the previous month due to higher price of natural gas (4%) and crude petroleum (2%).
8216,The index for this major group rose by 0.9 percent to 98.9 (provisional) from 98.0 for the previous month.
8217,The index for ‘Coal’ group rose by 0.3 percent to 123.0 (provisional) from 122.6 (provisional) for the previous month due to higher price of lignite (8%).
8218,"The price of mineral oils rose last month due to higher prices of naphtha and petroleum coke, furnace oil, HSD, kerosene and petrol, but the price of LPG declined."
8219,MANUFACTURED PRODUCTS (Weight 64.23%)
8220,The index for this major group rose by 0.3 percent to 116.1 (provisional) from 115.7 (previously) for the previous month.
8221,"The index for ‘Manufacture of Food Products’ group declined last month due to lower prices of molasses, sugar, honey,   honey, agar, coffee powder with chicory, cocoa, chocolate, sugar confectionery, instant coffee and castor oil, sooji, gur, etc."
8222,"The price of spirits and beer fell last month, but bottled mineral water went up."
8223,The index for ‘Manufacture of Tobacco Products’ group declined by 4.0 percent to 146.0 (provisional) from 152.1 (provisional) for the previous month due to lower price of other tobacco products (9%) and cigarette (1%).
8224,"The index for ‘Manufacture of Textiles’ group rose last month due to higher prices of viscose yarn, weaving & finishing of textiles, cotton yarn and synthetic yarn. However, the prices of cordage, rope, twine & netting, woollen yarn and manufacture of made-up textile articles declined."
8225,"The index for ‘Manufacture of Wearing Apparel’ group rose by 1.1 percent to 139.3 (provisional) from 137.8 (provisional) for the previous month due to higher price of manufacture of wearing apparel (woven), except fur apparel (1%)."
8226,The index for the manufacturing of leather and related products rose last month due to higher prices.
8227,"The index for ‘Manufacture of Wood and of Products of wood and Cork’ group declined last month due to lower prices of plywood block boards and wooden box/crate, but the price of particle boards, wood cutting, processed/sized and wooden block-compressed or not moved up."
8228,"The index for manufacturing of paper and paper products declined last month due to lower prices of paper bag, kraft paper, carton/box, base paper, duplex paper and laminated plastic sheet. Newsprint prices went up."
8229,The index for ‘Printing and Reproduction of Recorded Media’ group rose last month due to higher prices of printed books and printed labels/posters/calendars.
8230,"The index for ‘Manufacture of Chemicals and Chemical Products’ group rose by 1.0 percent to 116.4 (provisional) from 115.2 for the previous month due to higher prices of sulphuric acid, phthalic anhydride, paint, paint thinner, aromatic chemicals, nitric acid, creams & lotions for external application, poly propylene (pp), camphor, ethylene oxide, carbon black, organic solvent, fungicide, liquid, toilet soap and aniline."
8231,"The index for ‘Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products’ group declined by 0.5 percent to 120.4 (provisional) from 121.0 for the previous month due to lower prices of antibiotics, preparations and medical accessories."
8232,"The index for ‘Manufacture of Rubber and Plastics Products’ group rose by 0.4 percent to 108.2 (provisional) from 107.8 for the previous month due to higher prices of conveyer belt (fibre based), polyester film, V belt, processed rubber, medium & heavy commercial vehicle tyre, condoms, rubber cloth/sheet and tractor tyre."
8233,"The index for ‘Manufacture of Other Non-Metallic Mineral Products’ group rose by 1.2 percent to 115.2 for the previous month due to higher prices of graphite rod, porcelain sanitary ware, non ceramic tiles, asbestos corrugated sheet, clinker, slag cement, ceramic tiles (vitrified tiles), plain bricks and glass bottle."
8234,The index for ‘Manufacture of Basic Metals’ group rose by 0.5 percent to 110.1 (provisional) last month.
8235,"The index for ‘Manufacture of Fabricated Metal Products, Except Machinery and Equipment’ group declined by 0.4 percent to 111.7 (provisional) from 112.2 for the previous month due to lower prices of stainless steel tank, electrical stamping- laminated or otherwise, steel door and cylinders, jigs & fixture and boilers, etc. However, the prices of metal cutting tools & accessories increased."
8236,"The index for ‘Manufacture of Computer, Electronic and Optical Products’ group rose last month due to higher prices of scientific time keeping device, meter, non-electrical meters, telephone sets, capacitors, electronic printed circuit board, PCB/micro circuit and colour TV. However, the prices of electro-diagnostic apparatus, microscope and sunglasses declined."
8237,The index for ‘Manufacture of Electrical Equipment’ group rose by 1.2 percent to 110.8 (provisional) last month.
8238,"The index for ‘Manufacture of Machinery and Equipment’ group rose last month due to higher prices of excavator, loader, hydraulic pump, roller mill, pneumatic tools, hydraulic equipment and moulding machine."
8239,"The index for ‘Manufacture of Motor Vehicles, Trailers and Semi-Trailers’ group rose by 0.2 percent to 111.2 for the previous month due to higher prices of a number of products."
8240,"The index for ‘Manufacture of Other Transport Equipment’ group declined last month, mainly due to lower prices of railway brake gear and motor cycles. The price of bicycles went up."
8241,"The price of foam & rubber mattress fell last month, but the prices of hospital furniture and steel shutter gate went up."
8242,"The index for ‘ Other Manufacturing’ group rose by 1.2 percent to 105.3 (provisional) from 104.1 for the previous month due to higher prices of table tennis table, cricket ball and non mechanical toys."
8243,"The rate of inflation based on WPI Food Index consisting of ‘Food Articles’ from Primary Articles group and ‘Food Product’ from Manufactured Products group increased from (-) 0.07% in March, 2018 to 0.67% in April, 2018."
8244,"FINAL INDEX FOR THE MONTH OF FEBRUARY, 2018 (BASE YEAR: 2011-12=100)"
8245,"For the month of February, 2018, the final Wholesale Price Index for ‘All Commodities’ (Base: 2011-12=100) stood at 116.1 as compared to 115.8 (provisional) and annual rate of inflation based on final index stood at 2.74 percent as compared to 2.48 percent (provisional) respectively as reported on 14.03.2018."
8246,"Next date of press release: 14/06/2018 for the month of May, 2018 "
8247,This press release is available at our home page http://eaindustry.nic.in
8248,Wholesale Price Index and Rates of Inflation (Base Year: 2011-12=100)
8249,Commodities/Major Groups/Groups/Sub-Groups
8250,Manufacture of Vegetable And Animal Oils and Fats
8251,Manufacture of Leather and Related Products
8252,Manufacture of Wood And of Products of Wood and Cork
8253,Manufacture of Paper and Paper Products
8254,Manufacture of Chemicals and Chemical Products
8255,Manufacture of Rubber and Plastics Products
8256,Manufacture of other Non-Metallic Mineral Products
8257,"Manufacture of Cement, Lime and Plaster"
8258,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment"
8259,Manufacture of other Transport Equipment
8260,Trend of Rate of Inflation for some important items during last six months
8261,Commodities/Major Groups/Groups/Sub-Groups
8262,Rate of Inflation for the last six months 
8263,Manufacture of Vegetable And Animal Oils and Fats
8264,Manufacture of Leather and Related Products
8265,Manufacture of Wood And of Products of Wood and Cork
8266,Manufacture of Paper and Paper Products
8267,Manufacture of Chemicals and Chemical Products
8268,Manufacture of Rubber and Plastics Products
8269,Manufacture of other Non-Metallic Mineral Products
8270,"Manufacture of Cement, Lime and Plaster"
8271,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment"
8272,Manufacture of other Transport Equipment
8273,Creation of Directorate General of Trade Remedies (DGTR) in Department of Commerce.
8274,The government of India has created a new National Authority for trade protection.
8275,The government of India plans to reorganise the trade defence mechanism in India.
8276,The DGTR will function as an attached office of Department of Commerce.
8277,The DGTR will be a professionally integrated organisation with officers drawn from different services and specialisations.
8278,"The proposal of creation of DGTR, which was pending since 1997, has been approved by the Prime Minister."
8279,CIM addresses First Inter-Ministerial meeting on Sectoral Export Promotion Strategy
8280,"The minister of commerce and industry and civil aviation, Suresh Prabhu, addressed a meeting on Sectoral Export Promotion Strategy."
8281,Commerce Minister Nirmala Sitharaman has said that promoting exports is a combined and joint mission of all ministries and departments of the Government.
8282,The Union Cabinet has approved a grant of Rs. 5000 crores to promote export of services in champion sectors. The Department of Commerce organises the next Global Exhibition on export of Services at Mumbai on 15th May 2018.
8283,The Department of Commerce (DoC) has engaged with 150 countries in the last few months. A task force on SEZs has been set up to ensure that export potential from these zones is fully exploited. The respective Ministries and Departments can organize road-shows and exhibitions for their sectors and products.
8284,The Minister advised the EXIM bank and NABARD to prepare action plans to ease the financial difficulties of exporters.
8285,The meeting was held to discuss ways to boost exports.
8286,"The government needs to focus more on exports to China, Latin America and Africa to increase its share in global trade."
8287,The Department of Commerce has great expectations from today's meeting.
8288,Goverment Committed to get Access to Indian Pharma in Key Markets: Suresh Prabhu
8289,"Commerce & Industry and Civil Aviation Minister, Suresh Prabhu speaking at the inauguration of iPHEX, International Exhibition of Pharma and Healthcare"
8290,"The 6th annual International Exhibition of Pharma and Healthcare (iPHEX) is being held in New Delhi. It is attended by 650 delegates from 130 countries, including scores of regulators."
8291,"Shri Prabhu, the Minister of State for Pharmaceuticals, has given an overview of the Indian pharmaceutical industry. He stressed on the need for both competitive and complementary strategies to boost the pharmaceutical sector."
8292,The Commerce Secretary Rita Teaotia said that effort is on to ensure uniform quality in the pharmaceutical sector.
8293,The validity of GMP (Good Manufacturing Practices) certificate is to be extended from 2 to 3 years. The protocol for clinical trials approval has been changed to 45 days.
8294,The chairman of the Pharmaceuticals Export Promotion Council of India (PHARMEXCIL) expressed confidence that the global business will be retained in India.
8295,"PHARMEXCIL Vice Chairman Mr Dinesh Dua said besides generics, India will soon emerge as a force to reckon with in the area of innovative drugs."
8296,DGFT has to Evolve from a Regulator to Facilitator – Suresh Prabhu 
8297,"Union Minister of Commerce & Industry and Civil Aviation, Shri Suresh Prabhu, speaking at the Port Officers’ Meeting in New Delhi."
8298,"The Union Minister of Commerce and Industry, Shri Suresh Prabhu, addressed the regional port officers from different parts of the country."
8299,The Indian Minister for Regional Offices has asked DGFT to set up a committee headed by the chief secretary of states to promote exports.
8300,The Minister of Trade and Industry has asked DGFT to identify districts with potential to export products and reward those who achieve their targets.
8301,Regional authorities of DGFT will conduct outreach programmes with exporters.
8302,India- South Africa Business Summit Concludes in Johannesburg
8303,"Union Minister of Commerce and Industry and Civil Aviation, Suresh Prabhu, speaking at the India- South Africa Business Summit"
8304,"Suresh Prabhu is on a two-day business summit in Johannesburg, South Africa. He met Dr. Rob Davies, Minister of Trade and Industry of South Africa, and ministers from Swaziland, Botswana and Lesotho."
8305,The Minister highlighted the historical relations between India and these countries and pledged to take the economic partnership forward.
8306,The Minister also met members of India-South Africa CEOs forum who expressed confidence in the Government of India’s efforts to strengthen India-Africa relations and pledged their support in furthering these relations
8307,"Suresh Prabhu also met ministers from Southern Africa Development Community (SADC) and participated in the India-SADC Dialogue attended by ministers and business leaders who pledged their effort for achieving prosperity through trade, investment and economic cooperation "
8308,The Indian and South African Prime Minister attended the business summit.
8309,"Suresh Prabhu, the Indian Minister of Commerce and Industry, has inaugurated a multi-sectoral exhibition at Johannesburg."
8310,The Indian and South African governments will work on a time bound action plan to benefit from the summit for business between India and South Africa.
8311,The Minister of State visited the Tata Motors assembly plant in South Africa.
8312,At the end of the tour the Minister met the Indian diaspora and said that they are a bridge between the two countries for more than 150 years and the diaspora is a great hope for the future of economic and commercial cooperation.
8313,Cabinet approves Cadre review and formation of Group ‘A’ service of the technical cadre of Petroleum & Safety Organization (PESO) in thename of Indian Petroleum & Explosives Safety Service (IPESS)
8314, The Union Cabinet chaired by chaired by Prime Minister Shri Narendra Modi has approved the Cadre review and formation of Group ‘A’ service of the technical cadre of Petroleum & Safety Organization (PESO) in the name of Indian Petroleum & Explosives Safety Service (IPESS).
8315,The organization will introduce a new initiative aimed at enhancing the capacity and efficiency of the organization and enhancing career progression of its Group ‘A’ officers.
8316,"PESO is a nodal agency for regulating safety of substances such as explosives, compressed gases and petroleum."
8317," The present sanctioned strength of Technical Group ‘A’ cadre of PESO is 137 having 60 Junior Time Scale (JTS) level officers, 46 Senior Time Scale (STS) level officers, 23 Junior Administrative Grade (JAG) level officers (Level 12), 7 JAG level officers (Level 13) and 1 Senior Administrative Grade (SAG) level post of Chief Controller of Explosives."
8318,"There is a shortage of posts at Level-13 and Level-12 in PESO. To address this situation, it has been decided to form Group ‘A’ Service of the technical cadre of PESo in the name of IPESS and restructure the service by increasing 5 posts and reducing 8 posts."
8319,"Index of Eight Core Industries (Base: 2011-12=100) March, 2018"
8320,The summary of the Index of Eight Core Industries (base: 2011-12) is given at the Annexure.
8321,"The Eight Core Industries constitute 40.27% of the weight of items included in the Index of Industrial Production (IIP). The combined Index of Eight Core industries stood at 138.0 in March 2018, which was 4.1% higher than in March 2017."
8322,"Coal production (weight: 10.33 per cent) increased by 9.1 per cent in March, 2018 over March, 2017."
8323,"Crude Oil production (weight: 8.98 per cent) declined by 1.6 per cent in March, 2018 over March, 2017."
8324,"The Natural Gas production increased by 1.3 per cent in March, 2018 over March, 2017. The cumulative index increased by 2.9 per cent from April to March 2018."
8325,"Petroleum Refinery production increased by 1.0 per cent in March, 2018 over March, 2017."
8326,"Fertilizers production (weight: 2.63 per cent) increased by 3.2 per cent in March, 2018 over March, 2017."
8327,"Steel production increased by 4.7 per cent in March, 2018 over March, 2017."
8328,"Cement production increased by 13.0 per cent in March, 2018 over March, 2017."
8329,"Electricity generation (weight: 19.85 per cent) increased by 4.5 per cent in March, 2018 over March, 2017."
8330,"The data for January, 2018, February, 2018 and March, 2018 are provisional."
8331,"Note 2: Since April, 2014, Electricity generation data from Renewable sources are also included."
8332,Note 3: The industry-wise weights indicated above are individual industry weight derived from IIP and blown up on pro rata basis to a combined weight of ICI equal to 100.
8333,"Note 4: Release of the index for April, 2018 will be on Thursday, 31st May, 2018."
8334,Performance of Eight Core Industries
8335,Performance of Eight Core Industries
8336,NDCP 2018: Public can give comments till 1st June
8337,The deadline for submission of comments on the draft National Digital Communications Policy has been extended.
8338,The deadline for giving input on draft Policy is extended to 25th May 2018.
8339,The Department of Telecommunications (DoT) has released the draft of the National Digital Communications Policy (NDCP).
8340,Cabinet approves provision of mobile connectivity in Left Wing Extremism Areas
8341,The Union Cabinet has approved the scheme to provide mobile services at 4072 tower locations identified by MHA in inhabited uncovered areas affected by left wing extremism. The total project cost is Rs.7.330 Crore.
8342,The project aims to provide a mobile network for security personnel deployed in LWE affected areas and for the e-Governance activities in the backward and LWE areas.
8343,The numbers of Tower locations proposed in the 10 States are as follows:
8344,"The LWE phase-l project for providing the mobile services using 2G technology in LWE Areas with a total sanctioned cost of Rs, 4080.78 Cr is on completion."
8345,There are 2335 sites radiating out of total 2355 as on date.
8346,MHA has provided DoT with 4072 tower locations for the communication need of security personnels deployed in 96 districts of 10 states.
8347,Technology proposed in the Phase-ll project has been upgraded according to the requirement of Stakeholders. Now 2G and 4G technology is being deployed in this project for providing the mobile connectivity.
8348,Cabinet approves USOF scheme for provision of mobile services in Meghalaya under CTDP for North Eastern Region
8349,The Union Cabinet has approved Implementation of a Comprehensive Telecom Development Plan (CTDP) for the North Eastern Region (NER) in Meghalaya at a total estimated project cost of Rs. 3911.81 crore. 
8350,Provision of 2G+4G mobile coverage in identified uncovered areas of the State of Meghalaya; and
8351,Provision of 2G+4G seamless mobile coverage along the National Highways in Meghalaya.
8352,"Strengthening of telecom network will result in increase the penetration of mobile connectivity in Meghalaya resulting in affordable and equitable access of communication, information and governance to people."
8353,Providing access to public mobile network to hitherto unreached people of Meghalaya will empower citizens with benefits of ICTs for furthering socio-economic developments.
8354,The innovative skill of uncovered areas will increase through broadband and internet access.
8355,Cabinet approves enhancement of budget for implementation of Network for Spectrum for Defence Services
8356,                                      
8357,"The Cabinet Committee on Economic Affairs, chaired by the Prime Minister Shri Narendra Modi has given its approval for enhancement of budget by Rs.11,330 crore for Network For Spectrum (NFS) project for laying of alternate communication network for Defence Services for release of spectrum over and above Rs.13,334 crore already approved by Cabinet Committee on Infrastructure in July, 2012."
8358,"The project, being implemented by Bharat Sanchar Nigam Limited (BSNL), will be completed in a period of 24 months."
8359,The NFS project will boost the communication capabilities of the Defence Forces and enhance national operational preparedness.
8360,The field officers should focus on better customer service and try to change the negative customer perception about BSNL: Sh Manoj Sinha
8361,The field officers of BSNL should focus on better customer service to change the negative customer perception about the company.
8362,BSNL has many opportunities beyond mobile telephony. Market share of BSNL has been improved from 7.6% to 9.43%. Works worth Rs 150 Crore have been allotted to BSLN under smart city projects.
8363,BSNL is a key partner in BharatNet implementation.
8364,The government re-named the National Telecom Policy as National Digital Communication Policy (NDCP) 2018 with the aim of providing broadband for all by 2022.
8365,"BSNL is going to install 5 million wifi hotspots by 2020 and 10 million by 2022. 50% of households in India will have FTTH, Ms Sundararajan said."
8366,BSNL has a tough competition in the telecom sector. BSNL has managed to increase its market share and remain MNP positive.
8367,The Conference was attended by the Board of Directors and Heads of BSNL Telecom Circles.
8368,Telecom Commission has approved TRAI’s Recommendation on In-flight Connectivity. Airlines and the TSPs can offer voice and data services in India Airspace once an aircraft reaches an altitude of 3000 metres. It will take 3 to 4 months to operationalise the service.
8369,"In line with earlier decision of Committee of Secretaries, In-Flight voice and data services shall be provided through Indian Satellites or through satellites approved by Department of Space for communication purposes, with gateways in India."
8370,A separate category of licensee called In-Flight Connectivity Provider shall be created with a token license fee of Re. 1. Such facilityof voice and data connectivity shall also be extended to ships and other moving vehicles.
8371,Foodgrain at subsidized prices being allocated to ensure adequate standards of nutrition in Welfare Institutions and SC/ST/OBC Hostels: Shri Ram Vilas Paswan
8372,Shri Ram Vilas Paswan chairs meeting of Food Secretaries of State/UTs to discuss execution of Welfare Institutionsand Hostels Schemes
8373,Foodgrain at subsidised prices is being allocated for welfare and development of weaker sections of society.
