,content
20088,Prime Minister Narendra Modi congratulated ISRO on the successful launch of PSLV-C40.
20089,He called for organising Mock Parliaments in the districts.
20090,The Prime Minister wants to make the youth job creators. He believes that today's youth has innovative zeal and is willing to think out of the box and do new things.
20091,"Swami Vivekananda's teachings on brotherhood and development are important for India, Prime Minister Narendra Modi has said."
20092,"There is a lot of propaganda against India in the Western world, which Swami Vivekananda proved wrong."
20093,"Some people are trying to divide the nation, but the youth of India are giving a fitting answer to such elements, Prime Minister Narendra Modi said."
20094,The Prime Minister said Seva Bhav is part of Indian culture.
20095,"English rendering of PM’s Speech at the event to mark “National Youth Day” and “Sarva Dharma Sabha” at Belagavi, Karnataka – through Video Conference"
20096,Vivekanand's birth anniversary is celebrated today. An all religion conference is being held in Belagavi on the occasion of National Youth Day.
20097,There is great enthusiasm here. A world record is being created.
20098,"Siddhaling Maharaj ji, Yallaling Prabhu Ji and Siddh Rameshwar Mahaswami Ji are blessings of their grandsons."
20099,"In his speech, Swami Vivekanand Ji salutes Belagavi, the land of Queen Chenamma of Kittur, Sangoli Rayanna, Kanyakumari, Kalyana, Kerala and Tamil Nadu."
20100,This year marks the completion of 125 years of Swami Vivekanand's Chicago address. I went to Chicago to celebrate the occasion.
20101,Vivekanand Ji had given a powerful mantra on what an Indian should be.
20102,"Swami Vivekanand was a great philosopher and an ascetic. He was against untouchability, discrimination and hypocrisy."
20103,Vivekanand's monastery has worked to eradicate every kind of caste based discrimination. People associated with his monastery have been giving relief during floods visiting villages.
20104,"In his message, Prime Minister Narendra Modi talks about the progress of India in breaking away from the shackles of casteism."
20105,Vivekanand is a youth who has been dedicated to nation building.
20106,"Vivekanand has been working for the poor, oppressed and excluded for centuries."
20107,"In a programme Smart India Hackathon last year, 40,000 youth have come forward to provide digital solutions to nearly 600 problems."
20108,"In our country, which has a thousands of years old history, people have witnessed changes with the passage of times. However, some evils also crept up in the society."
20109,There are great social reformers who put the public service at the centre of their activities.
20110,There was a people’s movement that spread over a period of hundreds of years.
20111,"During the period of devotion and service, saints tried to revive a social awakening by coming out of temples and monasteries."
20112,In this series I am looking at the works of great people who dedicated their lives to service and carried out social reforms.
20113,"Friends, when monasteries spread over different states follow the path of donating the food grain, it is the best service to the earth and humanity."
20114,The tradition of providing food and shelter to the poor has been part of the history of our country.
20115,"India has always spread the message of humanity, democracy, good governance and non-violence."
20116,Lord Basaveswara was an influential figure in promoting democracy and equality in India. I dedicated the statue of him in Britain in 2015.
20117,Lord Basweswara introduced us to the first parliament.
20118,"Lord Basaweswara had said that when there is no exchange of ideas and no debate with logic, Anubhav Goshthi is no longer relevant."
20119,"During the era of Anubhav Mandap, women from all walks of life used to come to express their ideas."
20120,"Shri Arvind Jatti, former Vice President of India and Shri B.D. Jatti were involved in the Basava Committee."
20121,The Anubhav Mandap is being established in the Monastery.
20122,All of us have pledged to make a New India.
20123,I want to know whether a pledge can be made by setting a target or whether support will be provided for making two or five thousand villages open defecation free.
20124,The government has been working in all these sectors but people still have an important role to play in creating awareness and in inspiring people.
20125,There are going to be thousands of Vivekanand gathering in Belagavi.
20126,The National Youth Day is celebrated on the occasion of All Religion Conference.
20127,"English Rendering of PM’s speech on the occasion of Inaugural Ceremony of 22nd National Youth Festival on January 12, 2018, (via Video Conference)"
20128,Isro successfully launched PSLV-C40.
20129,ISRO has launched 31 satellites including Cartosat-2 series. 28 of the satellites are of foreign countries.
20130,ISRO has achieved a success today.
20131,I extend my best wishes to ISRO and its scientists.
20132,Scientists have given an invaluable gift to the country.
20133,"Friends, I really wanted to talk to you people in person, "
20134,This mini-India that has gathered in Greater Noida is presenting a grand view of Ek Bharat and Shreshtha Bharat.
20135,"During some engagements, I am getting in touch with people only through technology."
20136,I always try to gather the complete information about this kind of programmes.
20137,National Youth Festival is getting started today.
20138,I’m here for Mann Ki Baatprogramme. I’ve been told that a lot of programmes will be organised here in the next four days. National Youth Parliament will also be organised. In my previous Mann Ki baat programme I had proposed organizing a mock parliament in every district of the country.
20139,The 22nd youth festival is taking place. The festival is an opportunity to deliberate and make pledges on the issues of a New India. The issue of the 25th youth festival should be discussed.
20140,The youth festival will be held during the 75th anniversary of the country's independence in 2022.
20141,This time the theme for youth festival is: getting success by making pledge.
20142,Today I want to discuss with you people about the pledge and its realisation in detail.
20143,What is ‘pledge’ all about? What is to be achieved? 
20144,"Friends, our country will complete 75 years of its independence in 2022."
20145,"My young friends, we had not participated in the freedom struggle so it's our responsibility to realize the dreams of the freedom fighters."
20146,It is the responsibility of all of us to fulfil the dream of making that kind of India that our freedom fighters used to dream.
20147,You should reflect on what you wish to change.
20148,"What is that thing about which you always think which was not right and which must be changed? If you were coming here by train or when you were in school, college or in home or were in your locality and then you have thought about that something was wrong and you want to change it, tonight you should think about that issue."
20149,The university campus where you are now has been named after Gautam Buddha.
20150,The city where you are present is Greater Noida. Gautam Buddha Nagar.
20151,"Every disciple initiated by Lord Buddha will get the salvation, only a few will get it."
20152,Some people won't get the salvation because they don't understand the teachings of the Lord.
20153,How you pledge to get the same knowledge from the same teacher will determine whether you succeed or fail.
20154,Both Pandavas and Kauravas had the same Guru.
20155,Both Kauravas and Pandavas got the same kind of education but their personalities and deeds were different.
20156,This is the essence of Gautam Buddha’s philosophy of AppaDeepoBhav.
20157,Nobody will be there to remind you what to do.
20158,The actions of young people today will determine the direction of the future of the country.
20159,ShrimanMazroohSultanpuri is a famous lyricist from Uttar Pradesh.
20160,‘I started off alone towards my destination but the people kept joining and it turned into a caravan.’
20161,"Friends, everybody has to start off alone at some point in their lives."
20162,"If you have a clear conscience and strong determination, people will automatically start getting associated with you."
20163,The entire government is by your side in your journey.
20164,"When they start off, they should not worry about the bank guarantee, they shouldn't worry about tax liability and they shouldn’t have to deal with the multitude of paper work."
20165,There is continuous work to develop the youth of my country for innovation and job creation.
20166,The government has approved loans to 10 crore borrowers under the Prime Minister Mudra Scheme.
20167,They have been provided loans worth Rs. 4.4 Lakh Crores without any bank guarantee.
20168,People have started their own small businesses and they are providing employment.
20169,The government depends on the youth of the country for its schemes.
20170,The government is trying to support and rest people who need it.
20171,The government is paying attention to skill training.
20172,The government is serious about skill development.
20173,How to fly a plane is an education.
20174,That is why we have been focusing on skill development.
20175,The government has been setting up Prime Minister Skill Development Centers across the country. The financial assistance to companies which provide apprenticeships to youth has been increased.
20176,The government aims to provide apprenticeship training to 50% of the youth in the next three years.
20177,The government is providing training to the youth as per the requirement of the country and foreign industry.
20178,"Friends, I have full confidence in the youth of the country."
20179,That is why we have focused our attention on that.
20180,Today’s youth are impatient.
20181,There is a lack of patience in today's youth.
20182,"The government has started Atal Innovation Mission. It aims to develop the capacity of people for innovation. It has established nearly 2,500 Atal Tinkering Labs across the country."
20183,"Atal Incubation Centers have been set up to encourage the innovation-entrepreneurship in sectors like manufacturing, transport, energy, agriculture, water and sanitation."
20184,"The government has set up a start-up fund of Rs. 10,000 crore for start-ups in India."
20185,The government is providing financial and legal assistance to start-ups.
20186,"Today, whatever resolutions you people will make, this information will help them inrealising them."
20187,Youth from India are working hard to get high positions in foreign companies.
20188,"They had their dreams, they took risk and they worked hard to reach there."
20189,Indian youths bring laurels for the country and for themselves. Anchal Thakur has won the first international medal for India in the sports of skiing.
20190,Six daughters have set off to circumnavigate the world.
20191,"Friends, today I urge you to make sports a part of your life."
20192,RajyavardhanJi is on dais now. He is an Olympian and a wonderful shooter.
20193,"Even though he is a politician, Yogi Ji is a sportsperson."
20194,Playground teaches us the meaning of defeat. Playgrounds teach us to work extremely hard to achieve our target. Playground also teaches us about team spirit.
20195,Yoga should be included in the daily routine of the youth festival.
20196,"My friends, please come forward and develop yourself and expand your personalities."
20197,"In this youth festival, you should mingle with people from different states."
20198,My experience suggests that whatever people learn and develop during the youth festival will stay with them for the rest of their lives.
20199,"Friends, this is a resolution that will help to achieve Ek Bharat and Shreshtha Bharat."
20200,"Friends, our respected ShrimanAtalBihari Vajpayee Ji used to say: ‘We will have to take the journey of our public life to the pinnacle of success our objectives by working shoulder to shoulder, by taking steps together and the India of future depends on our efforts and our hard work.’"
20201,The leader of India's youth pleads with people to work together for nation building.
20202,"On the occasion of youth day and youth festival, I wish to remember Swami Vivekananda."
20203,PM congratulates ISRO team for the successful launch of its 100th satellite
20204,"The Prime Minister, Shri Narendra Modi has congratulated ISRO team for the successful launch of its 100th satellite."
20205,The launch of PSLV by ISRO was a success.
20206,"The launch of the 100th satellite by ISRO signifies both its glorious achievements, and also the bright future of India's space programme."
20207,"Benefits of India's success are available to our partners! Out of the 31 Satellites, 28 belonging to 6 other countries are carried by today's launch”, the Prime Minister said."
20208,PM bows to Swami Vivekananda on his Jayanti
20209,"The Prime Minister, Shri Narendra Modi has bowed to Swami Vivekananda, on his Jayanti."
20210,Prime Minister Narendra Modi is celebrating National Youth Day in honour of Swami Vivekananda.
20211,"Maldives Prime Minister receives Dr. Mohamed Asim, Minister of Foreign Affairs and Special Envoy of the President of the Republic of Maldives."
20212,"Mohamed Asim, the Maldives minister called on Prime Minister of India today afternoon."
20213,They discussed the ties between India and Maldives. Asim reiterated Maldives commitment to maintain close relations with India.
20214,Prime Minister affirmed that India would always be a reliable and close neighbour of Maldives supporting it in its progress and security.
20215,"Asim, the special envoy to Maldives, invited Prime Minister of Maldives to visit the country."
20216,"Special Envoy conveyed the greetings of President Abdulla Yameen to Prime Minister, which was warmly reciprocated by Prime Minister."
20217,"PM pays homage to Former PM Shri Lal Bahadur Shastri, on his Punya Tithi"
20218,"The Prime Minister, Shri Narendra Modi has paid homage to Former Prime Minister of India Shri Lal Bahadur Shastri, on his Punya Tithi."
20219,Shastri Ji died.
20220,PM attends NITI Aayog’s interaction with economists and experts on “Economic Policy – The Road Ahead” 
20221,"The Prime Minister, Shri Narendra Modi, today attended an interactive session with over 40 economists and other experts, organized by NITI Aayog, on the theme “Economic Policy – The Road Ahead.”"
20222,"During the session, participants shared their views on various economic themes such as the macro-economy, agriculture and rural development, employment, health and education, manufacturing and exports, urban development, infrastructure and connectivity."
20223,Finance Minister Shri Arun Jaitley thanked all the participants for their thought-provoking suggestions.
20224,The Prime Minister thanked participants for their suggestions and observations on various aspects of the economy.
20225,The meeting was attended by several Union Ministers and senior officers from the NITI Aayog.
20226,PM congratulates Aanchal Thakur on winning India’s first international medal in skiing at FIS International Skiing Competition in Turkey
20227,"The Prime Minister, Shri Narendra Modi has congratulated Aanchal Thakur on winning India’s first international medal in skiing at FIS International Skiing Competition in Turkey."
20228,Aanchal Thakur has won an international medal in skiing.
20229,"Dr. H. Wiranto, Indonesia's Coordinating Minister for Political, Legal and Security Affairs, calls on Prime Minister to act."
20230,"Dr. Wiranto, Coordinating Minister for Political, Legal and Security Affairs of the Republic of Indonesia, called on Prime Minister Narendra Modi today."
20231,"The Prime Minister warmly recalled the successful visit of President Joko Widodo to India in December 2016, and said that he is looking forward to welcome President Joko Widodo in India again later this month, when leaders of ASEAN countries will visit India for the ASEAN-India Commemorative Summit and will also be the Chief Guests at the Republic Day celebrations thereafter."
20232,The Prime Minister of India and the President of Indonesia will meet for the first time in the Security Dialogue.
20233,PM addresses inaugural session of PIO-Parliamentarian Conference
20234,"The Prime Minister, Shri Narendra Modi, today addressed the inaugural session of the PIO-Parliamentarian Conference in New Delhi."
20235,People of Indian origin integrate fully with their adopted lands.
20236,There is a gathering of people of Indian origin in Delhi today.
20237,"The Prime Minister of India, Narendra Modi, has said that India is transforming itself and shows signs of irreversible change."
20238,"The Prime Minister said that PIOs are like permanent ambassadors of India, wherever they reside, and he always attempts to meet them when he is travelling abroad."
20239,"The Prime Minister praised External Affairs Minister Sushma Swaraj for keeping an eye on Indian citizens abroad. He mentioned the ""MADAD"" portal for real time monitoring and response of consular grievances."
20240,The Prime Minister believes that NRIs are partners for India's development and have an important position in the Action Agenda till 2020 drafted by the NITI Aayog.
20241,"The Prime Minister said that the values of Indian civilization and culture can provide guidance to the entire world, in an era of instability."
20242,"The Prime Minister said that India has very close ties with ASEAN countries, which will be showcased during Republic Day, a few days from now."
20243,English Rendering of PM’s address at inaugural session of first PIO Parliamentarian Conference
20244,The first Pravasi Parliamentarian Conference is taking place today. People from all over the world are attending.
20245,Your ancestors went abroad for business and education. They left a part of their soul in India.
20246,"At that time your throat gets choked, some emotions want to express themselves in the form of tears. Your eyes become moist due to tears and also lit up due to your visit to India. "
20247,People of Indian origin integrate fully into the culture and traditions of their native land.
20248,They integrated themselves fully with the Indian culture and language.
20249,"People of Indian origin have left their impressions in the fields of sports, arts and cinema on global platform. They have occupied important positions in the politics of their countries."
20250,India is proud of your achievements and successes.
20251,The world's attitude towards India has changed in the last 3-4 years.
20252,India received an unprecedented FDI of $60 billion in 2016-2017 as a result of this thing.
20253,Ease of Doing Business ranking has improved by 42 notches in the last 3 years.
20254,We have risen 32 places in the World Economic Forum’s Global Competitiveness Index in the last 2 years.
20255,Our Global Innovation Index has improved by 21 notches in the last 2 years.
20256,Logistics Performance Index has improved by 19 points.
20257,"Today, institutions like the World Bank, IMF and Moody's have been looking at India in a positive manner."
20258,"The last 3 years have seen the highest level of investment in the construction, air transport, mining, computer, software and hardware, electrical equipments."
20259,All these things became possible only because we have been bringing about far reaching policy reforms in every sector of Indian economy.
20260,The government abolished hundreds of taxes and integrated the country economically through the GST.
20261,"Today, India is the youngest country in the world. The government has been working to channelize youth's energy in the right field so that they can do business on their own."
20262,The government is investing heavily in infrastructure and transport sectors to meet the needs of the 21st century.
20263,"Today, new railway tracks are being laid at twice the speed in India. National highways are being built at more than double the speed. More than double new renewable energy capacity has been connected to the grid."
20264,"The government is promoting economic development through various schemes. For example, the Ujjwala scheme has given free gas connection to more than three crore women. New employment opportunities are being generated due to it."
20265,The 21st June is International Yoga Day. It was proposed by me at the United Nations 75 days ago and it was approved unanimously by 177 countries.
20266,This method of holistic living is a gift of rich traditions of India.
20267,The President of France and I proposed to form an International Solar Alliance.
20268,This method of living by maintaining balance with the nature is an Indian contribution for ages.
20269,"When there is an earthquake in Nepal or when there is a flood in Sri Lanka or a shortage of water in Maldives, India usually reaches there as the first responder."
20270,"When there was a crisis in Yemen, we safely evacuated 4,500 citizens and 2,000 citizens of other countries."
20271,Protecting human values even in the times of grave crisis is part of Indian tradition.
20272,"In 2018, it will be hundred year of the World War I. Since independence, more than 1.5 million Indian soldiers have sacrificed their lives in the first and second world wars. India contributes a lot to UN peacekeeping forces."
20273,"This renunciation of self-interest, this feeling of service and renunciation is our identity."
20274,India has a special acceptance in the world due to human value. People of Indian origin have a similar acceptance.
20275,"Whenever I visit any country, I try to meet with people of Indian origin living there."
20276,"There was a separate ministry for overseas Indians. After feedback from non-resident Indians, the ministry of external affairs merged both the ministries into one."
20277,"Sushma Swaraj, India's Minister of External Affairs, has created a Madad portal for real time monitoring and extending help for consular grievances. Pravasi Bhartiya Day has been organised in every alternate year and regional Pravasis Bhartiyas days have also been organised. Sushma Ji has just come back from a conference in Singapore."
20278,The building dedicated to the people of Indian origin on the 2nd of October 2016 was officially opened.
20279,"This year more than 5,700 Indian youths from over 100 countries took part in quiz competition - Know India."
20280,India appreciates the contribution of overseas Indians to the development of their respective countries.
20281,Overseas Indians send money to help develop India.
20282,The Diaspora of people of Indian origin can play an important role in promoting the tourism in India.
20283,The government of India is grateful to the overseas Indians for their support in the development of the country.
20284,You can work in Indian institutions for up to three months under this scheme.
20285,"Today, I appeal to all of you from this platform that you should associate yourselves with this scheme and encourage Indians in your country to get associated with it. Nobody else has the capacity to introduce India’s requirements, India's strength and uniqueness to the world as you do."
20286,The values of Indian civilization and culture can guide the entire world in this chaotic environment. 
20287,In 2019 a Kumbh Fair will be held in Prayag-Allahabad. Recently it was included in the Intangible Cultural Heritage of Humanity list. The Uttar Pradesh government has started preparations on a comprehensive scale. 
20288,The world is facing some huge challenges and in order to overcome them the ideas of Gandhi Ji are relevant. If there is any ideology that can counter extremism and radicalization it is the ideology of Indian values.
20289,The conference is organised by the government of India to promote development of India.
20290,The 21st century is called Asian century and India will play an important role in it.
20291,India is a positive role player in the global arena.
20292,The Indian government gives developmental aid based on the recipient's priorities.
20293,India has strengthened its relations with ASEAN countries. The Republic Day is in a few days.
20294,"India has been supporter of happiness, peace, prosperity, democratic values, inclusiveness, cooperation and brotherhood in the entire world."
20295,Once again I express my gratitude to you people for accepting the invitation to attend the conference.
20296,PM addresses Valedictory Ceremony at DGP/IGP Conference at Tekanpur
20297,"The Prime Minister, Shri Narendra Modi, today addressed the Valedictory Ceremony at the Conference of Director Generals and Inspector Generals of Police at BSF Academy at Tekanpur."
20298,The Prime Minister has attended the Conference that was shifted out of Delhi. The conference has become more relevant and effective since 2014.
20299,He commended the country's security apparatus for the work they do in securing the country.
20300,The Conference on Police Organization is helping senior police officers get a more holistic view of problems and challenges.
20301,"The Prime Minister suggested that follow up should continue through working groups, all the year round, involving younger officers."
20302,The Prime Minister has called for greater information sharing on illicit financial dealings and security issues.
20303,The Prime Minister has called for urgent action on cyber security issues and on radicalization.
20304,The Prime Minister congratulated and appreciated the medal winning officers of IB.
20305,"Union Home Minister Shri Raj Nath Singh, and Union Ministers of State for Home Shri Hansraj Ahir and Shri Kiren Rijiju were present on the occasion."
20306,"PM arrives at Tekanpur, attends Conference of DGsP and IGsP"
20307,"The Prime Minister, Shri Narendra Modi today arrived at the BSF Academy at Tekanpur in Madhya Pradesh, for the Conference of Director Generals of Police and Inspector Generals of Police."
20308,There was a conference on security issues during the day.
20309,The Prime Minister met with select groups of police officers over meals.
20310,"Earlier, on arrival, the Prime Minister unveiled plaques to mark the inauguration of five new buildings at the BSF Academy."
20311,The Prime Minister will address the valedictory ceremony of the Conference tomorrow afternoon.
20312,PM to attend Annual DGP Conference at BSF Academy in Tekanpur
20313,"Prime Minister Narendra Modi will attend the Annual Conference of DGPs and IGPs on 7th and 8th January at the BSF Academy at Tekanpur, Madhya Pradesh."
20314,"DGPs Conference is an annual event in which top police officers from all over the country share and discuss security related issues. Prime Minister Narendra Modi has addressed the conference earlier in Guwahati, Assam, Ass am, in 2014, Dhordo, Rann of Kutch, Gujarat in 2015 and National Police Academy, Hyderabad in 2016."
20315,"During the last meeting, the Prime Minister stressed the importance of leadership, soft skills and collective training for the police force."
20316,The annual DGP conference will be held outside the national capital.
20317,"English rendering of PM’s address at the Conference on Transformation of Aspirational Districts (05 January, 2018)"
20318,The building was inaugurated on 7th December 2017. Now there is an official programme being organized in this building. The significance of this programme is that it is associated with Babasaheb who fought for Social Justice throughout his life.
20319,The first programme in the building deals with social justice.
20320,"Even after the nationalization of banks, the system remained inaccessible to 30 crore people. Now, with the opening of Jan-Dhan accounts, the movement has become a mass movement and the people realise that they have become part of the mainstream."
20321,The lack of toilets and the problem of sanitation in schools was the main cause of dropout of girls from schools. Once the same team and system built toilets in more than 4 lakh schools under real time monitoring.
20322,"When it came to providing electricity to 18000 villages in 1000 days, the officers said it would take 5 to 7 years."
20323,"The same system, same set of people, same team will accomplish soil testing as per one report."
20324,With these examples I want to tell you all that we have immense potential. India has a low ‘ease of doing business’ score. It is vital for India to position itself in the global order according to the global environment.
20325,With that belief the hurdles on the way of ease of doing business were identified and new paths charted. The chief ministers and chief executives were sensitised. The department came up with new solutions and India improved its position by 42 places.
20326,"The world has changed, the aspirations of the people have changed and the thinking process has changed. People who went to Mussoorie in the past have different responsibilities today and may not be able to fulfil their dreams."
20327,The root cause of the problem can be solved and a new pathway can be opened up.
20328,Today I could feel the clarity of thought in your presentation. I could see the 'New India' in the eyes of the audience.
20329,It is human nature to finish the easier tasks before.
20330,"Even in our schools we were taught to do easy questions first in a three-hour examination and attempt the difficult ones later. Therefore, we tend to live in our comfort zone. If a department feels the need to show some work, some sincere people are selected and overburdened with work."
20331,"When I was the Chief Minister, I used to be conscious of which departments had not used their budget. Nowadays, people have the habit of performing."
20332,"As a new teacher, you have come out of some of the problems you faced in your district. Now you have formed many strategies to solve the problems. "
20333,The first task - forming a team - is easy. The second task - Initiating a mass movement - is not.
20334,This workshop was designed to incorporate the experiences that you all have in the policy making exercise.
20335,"Imagine a situation where a person is locked inside a room and people are asked to shake hands with a person outside the room. If the person is Sachin Tendulkar, the situation would change."
20336,Media has played a positive role in the implementation of Swachh Bharat Abhiyan.
20337,People of Gujarat and the country in general have a habit of inquiring about other people's health on meeting.
20338,"According to me, there should be a poetry competition on nutrition and drama programmes for children on nutrition."
20339,"If we ask influential people of an area to cook meal and serve it to the children of Anganwadis on special occasions like birthday, marriage anniversary or death anniversary, you will get 70-80 days out of every year to get involved."
20340,"If we talk about school dropouts, sometimes tour programmes are organized for the kids. They are sometimes taken to temples or to the banks of a river or to a garden. Can these children be taken to a nearby primary school? They can have the midday meal with the school students. Anganwadi will develop the interest of going to school."
20341,The Prime Minister asked the university to allow 50 poor students from government school to be seated in the front rows during the convocation ceremony.
20342,Every school organises an assembly in the morning. Every day one student can talk on some topic for 10 minutes regarding our target of 2022.
20343,"If we can achieve One Target properly and move on to the second one successfully, then it will set an example for the people of other districts. If we go by this tradition, the targets set for the 115 districts will also be achieved."
20344,"Another issue is that of infrastructure. People should be required to plant trees on both sides of the roads as a condition for the construction of the road. Eventually, the road can be constructed through MGNREGA. The aspirations of the people should merge with the schemes of the government with public participation."
20345,"Even if 115 districts in India move ahead by ten steps, it will not be enough to transform the country."
20346,"It is human nature to wish for a window seat in a train or an aeroplane. When an officer gets posted, he or she will be placed in a backward district."
20347,"An officer of high stature has worked hard, passed exam, completed his training in Mussoorie and entered the service. He would tell you all that had happened in his life before he got a job as a Deputy Director."
20348,I believe that those who have the responsibility of looking after the 115 districts are fortunate because they have the power to deal with the challenges.
20349,"I believe that the country should move forward and make big strides. I believe that you are the change agents that lead the country. I also believe that this vision, strength and possibilities will work as a catalyst to accomplish the objectives by the year 2022 to mark 75 years of India's independence."
20350,I was active on social media before. Two days ago I came across a tweet from a female IAS officer who is now a senior officer. She had written that it was a moment of great satisfaction in her life when she had stopped her car and asked a school teacher to admit a child grazing his cattle.
20351,"In his message to the people of India, PM Narendra Modi asks them to work towards transforming the fate of 115 districts and form a foundation for a new India."
20352,PM interacts with Collectors of aspirational districts
20353,"The Prime Minister, Shri Narendra Modi, met Collectors and Officers-in-charge of aspirational districts at a conference organised by NITI Aayog."
20354,The event is being held in connection with the government's initiative to transform 115 districts that are lagging on specific development parameters.
20355,"Six groups of officers made presentations on the themes of nutrition, education, basic infrastructure, agriculture and water resources, eradication of Left Wing Extremism and financial inclusion and skill development."
20356,The Prime Minister addressed a gathering at the Dr. Ambedkar International Centre.
20357,The effort to develop 115 backward districts is in keeping with the vision of Dr. BR Ambedkar.
20358,The Prime Minister believes that nothing is impossible in India if we have a firm resolve.
20359,He talked about the improvement in ease of doing business in India.
20360,The Prime Minister said that top-down solutions do not yield results. People on the field contribute to solutions.
20361,The Prime Minister said that regional imbalances cannot be allowed to increase indefinitely. He stressed the need to develop the backward districts.
20362,The Prime Minister said that public movements for development require a meeting of minds in the core team. He suggested brainstorming at the district level.
20363,The Prime Minister will personally visit one of the 115 aspirational districts in the month of April.
20364,PM to address Conference on Transformation of Aspirational Districts
20365,"The Prime Minister, Shri Narendra Modi, will address the Conference on Transformation of Aspirational Districts tomorrow."
20366,Senior Government officials in the rank of Additional Secretary and Joint Secretary have been designated as officers in-charge to coordinate the efforts of the Centre and the States to address the specific developmental needs of districts.
20367,PM pays tributes to Savitribai Phule on her Jayanti
20368,"The Prime Minister, Shri Narendra Modi has paid tributes to Savitribai Phule on her Jayanti."
20369,Savitribai Phule's birthday is celebrated on Friday. Prime Minister Narendra Modi paid tribute to her.
20370,The Prime Minister met and exchanged New Year greetings with PMO officials and SPG personnel at Lok Kalyan Marg.
20371,PMINDIA Multilingual Website now available in 13 languages 
20372,Assamese and Manipuri versions of Prime Minister’s Official Website launched
20373,The Assamese and Manipuri language versions of Prime Minister Narendra Modi's official website were launched today.
20374,"With the launch today, the PMINDIA website is now available in 11 regional languages namely Assamese, Bengali, Gujarati, Kannada, Malayalam, Manipuri, Marathi,Odia, Punjabi, Tamil and Telugu in addition to English and Hindi."
20375,The eleven regional language websites can be accessed at the following links:
20376,Assamese:http://www.pmindia.gov.in/asm/
20377,Malayalam:http://www.pmindia.gov.in/ml/
20378,The initiative aimed at reaching out to the people in their own language is being launched by the Prime Minister ShriNarendraModito.
20379,English rendering of PM’s address on the occasion of the curtain raiser ceremony of the commemoration of Prof. S.N. Bose’ s 125th birth anniversary.
20380,Today we are remembering a great son of the country who had sacrificed his life for the country.
20381,The 125th birth anniversary of Acharya Satyendra Nath Bose is celebrated.
20382,"Friends, I have had the pleasure of meeting renowned scientists in the beginning of every year. Today I am sharing some thoughts with you."
20383,Acharya Satyendra Nath Bose was born on this day in 1894.
20384,"Friends, Deshbandhu Chitranjan Das had mentioned this thing in one of his poetries - "
20385,“There is an eternal truth inherent in the water and soil of Bengal.”
20386,This is the truth that the people of Bengal believe.
20387,The impact of water and soil on Bengal is clearly visible.
20388,It is a matter of pride for India that it has given many top scientists to the world.
20389,They have served the people through their ideas and inventions despite very limited resources and extreme hardships.
20390,Acharya S. N. Bose was a self-taught scholar who worked for the advancement of science despite many constraints.
20391,Satyendra Nath Bose's work on quantum statistics is considered one of the most important works in the history of science.
20392,The fundamental importance of his work may be gauged from the fact that several Nobel Prizes in Physics have been awarded subsequently to researchers carrying forward his ideas to diverse physical applications.
20393,Professor Bose started the Bengali science magazine Gyan-o-Bigyan.
20394,Language should not be a barrier to promoting science communication among the youth.
20395,"Friends, India’s scientific research eco-system has traditionally been very strong."
20396,India has emerged at a very rapid pace in the field of science and technology in the last few decades.
20397,The entire world watches in awe when more than 100 satellites have been launched in the space by a single rocket of ISRO. Indians rejoice on the prowess of their scientists.
20398,"Friends, it would be a great injustice for the people and the country if the hard work of people in the labs is limited to enhancing the capabilities of the labs and not also adapting it to modern times."
20399,The final outcome of research and innovations should be clearly laid out.
20400,"When the basis for our scientific experiment is to find the solution for social-economic problem, it will be easier for you people to set the final outcome."
20401,The scientists of our country will continue to provide the country with creative technology solutions.
20402,I’ve been told that various scientific institutions have started their research and development projects.
20403,"I have not studied quantum mechanics, but I understand the lessons that Physics can teach us."
20404,"For some reason or another, scientists at the institute cannot cooperate, collaborate or share experiences with other scientists from other institutions and national labs."
20405,"To reach our true potential and to take Indian science to the rightful glory, we need to be like a quantum particle that escapes its confinement."
20406,"I have been talking about the need for greater sharing of physical and research infrastructure, which is expensive and has an increasingly short lifetime."
20407,The science departments are working on a multipronged approach to share scientific resources.
20408,A mechanism is being put up for strong collaborations between academic and R&D institutions. City based R&DI clusters are being created to bring together all Science and Technology partners.
20409,The success of this effort will depend on our ability to bring all institutions and labs under this strategy.
20410,"Friends, science and technology works as an extraordinary engine for development, growth and transformation."
20411,"You are aware that millions of people in our country, particularly children in the tribal community are affected by sickle cell anemia."
20412,"Can we develop new varieties of our pulses that are cheaper and have more protein to tackle the problem of malnutrition? Can we further improve the quality of our grains and vegetables? Can we speed up the process of development of new technologies for cleaning our rivers, for cleansing the rivers of outgrowth of undesirable vegetation and for making our rivers pollution free? "
20413,"Can we develop new medicines, new vaccines for controlling the spread of diseases like malaria, tuberculosis and Japanese encephalitis? Can we identify those areas where we can blend our traditional knowledge with modern science in a creative manner? "
20414,"Friends, we missed the first Industrial revolution. Upcoming sectors such as Artificial Intelligence, Big Data Analytics, Machine Learning, Cyber-physical systems, Genomics, and Electric Vehicles require your attention."
20415,"The way our scientific community tackles these challenges will determine our success in smart manufacturing, smart cities, Industry 4.0 and the Internet-of-Things."
20416,"Friends, the strength of India's demographic dividend can be a source of envy for the entire world. The government has been running programmes like stand-up India, start up India, skill development mission and Pradhanmantri Mudra Scheme with this in mind. In this series, we have been trying to develop 20 institutions that can leave their mark on the world, which are recognised as world class institutions."
